Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_speciation[1]	log_speciation[2]	log_speciation[3]	rate_12	rate_21	rate_31	rate_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	speciation[1]	speciation[2]	speciation[3]
1899	-1587.46	-1583.37	-4.0965	0.1738	0.133622	0.0198627	-1.74985	-2.01274	-3.91891	-1.54505	-1.26511	-1.44403	0.03160189	0.08476017	0.08566302	0.02775648	0.324848	0.268568	0.406585	0.2133	0.282207	0.235975
1900	-1586.77	-1582.25	-4.52216	0.157198	0.128122	0.0175057	-1.85025	-2.05477	-4.04523	-1.54505	-1.35982	-1.48875	0.03514974	0.1106191	0.09271165	0.02884019	0.328072	0.261308	0.41062	0.2133	0.256707	0.225654
1901	-1586.67	-1582.12	-4.54912	0.154248	0.128413	0.0174751	-1.86919	-2.05251	-4.04698	-1.47225	-1.38514	-1.50932	0.0337307	0.1217242	0.09013841	0.02884019	0.328072	0.261308	0.41062	0.229409	0.250289	0.22106
1902	-1586.43	-1581.86	-4.56832	0.188516	0.121184	0.0178931	-1.66857	-2.11045	-4.02334	-1.49982	-1.46047	-1.46171	0.0337307	0.1217242	0.09013841	0.03180312	0.506609	0.191876	0.301515	0.22317	0.232127	0.231839
1903	-1584.75	-1580.66	-4.09019	0.162473	0.128199	0.0206474	-1.81725	-2.05417	-3.88016	-1.48007	-1.46047	-1.52442	0.02363587	0.09938515	0.09013841	0.03718239	0.0736511	0.360251	0.566098	0.227621	0.232127	0.217747
1904	-1585.14	-1581.29	-3.84795	0.171248	0.137644	0.0235343	-1.76465	-1.98309	-3.7493	-1.51588	-1.48701	-1.55305	0.02160075	0.121668	0.07527854	0.03718239	0.145901	0.332153	0.521946	0.219614	0.226047	0.211601
1905	-1588.08	-1583.73	-4.34413	0.159213	0.16969	0.0224051	-1.83752	-1.77378	-3.79846	-1.51575	-1.66539	-1.50221	0.05467718	0.1423512	0.07527854	0.02868944	0.145901	0.332153	0.521946	0.219644	0.189116	0.222638
1906	-1588.59	-1584.49	-4.09755	0.15535	0.141342	0.0234027	-1.86208	-1.95657	-3.7549	-1.48828	-1.68381	-1.528	0.05487362	0.1229915	0.07527854	0.02401661	0.330987	0.260174	0.408839	0.22576	0.185664	0.216969
1907	-1588.54	-1583.99	-4.54572	0.155599	0.141342	0.0208783	-1.86048	-1.95657	-3.86904	-1.45062	-1.56368	-1.5625	0.04359837	0.1774518	0.09417135	0.02499842	0.330987	0.260174	0.408839	0.234425	0.209364	0.209611
1908	-1587.73	-1582.91	-4.82096	0.161377	0.179095	0.0196787	-1.82401	-1.71984	-3.92822	-1.4899	-1.55167	-1.47825	0.04418602	0.190157	0.09417135	0.03112075	0.330987	0.260174	0.408839	0.225395	0.211895	0.228035
1909	-1587.72	-1582.72	-5.00025	0.158345	0.163015	0.0183887	-1.84298	-1.81391	-3.99602	-1.60924	-1.64502	-1.44209	0.04418602	0.1736656	0.09888344	0.04125168	0.410613	0.229209	0.360179	0.200039	0.193008	0.236433
1910	-1590.95	-1586.15	-4.80477	0.148161	0.191058	0.0183887	-1.90945	-1.65518	-3.99602	-1.63972	-1.59478	-1.43393	0.04535162	0.2163342	0.09888344	0.01997294	0.410613	0.229209	0.360179	0.194035	0.202954	0.238371
1911	-1588.33	-1584.03	-4.30011	0.145406	0.174945	0.0193211	-1.92823	-1.74328	-3.94656	-1.70811	-1.48814	-1.4085	0.02079118	0.165396	0.09888344	0.02694345	0.345298	0.254609	0.400093	0.181208	0.225793	0.244511
1912	-1588.69	-1584.65	-4.04296	0.128887	0.175361	0.0207095	-2.04882	-1.74091	-3.87716	-1.6848	-1.52738	-1.37989	0.02686728	0.1341202	0.09888344	0.0196226	0.345298	0.254609	0.400093	0.185482	0.217103	0.251605
1913	-1586.84	-1582.86	-3.97761	0.128887	0.159934	0.0243524	-2.04882	-1.83299	-3.71512	-1.74993	-1.54748	-1.45525	0.02686728	0.1438095	0.09888344	0.02655713	0.04229	0.0915069	0.866203	0.173786	0.212784	0.233342
1914	-1585.07	-1581.48	-3.59219	0.129854	0.14226	0.0249058	-2.04134	-1.9501	-3.69266	-1.62625	-1.50614	-1.45798	0.02686728	0.06007209	0.110675	0.03032513	0.04229	0.0915069	0.866203	0.196665	0.221764	0.232707
1915	-1584.74	-1580.94	-3.79613	0.132345	0.128709	0.0270895	-2.02235	-2.0502	-3.60861	-1.58405	-1.50614	-1.48364	0.02686728	0.1039109	0.08827824	0.03811918	0.04229	0.0915069	0.866203	0.205142	0.221764	0.22681
1916	-1584.67	-1581.17	-3.49633	0.146076	0.105714	0.0262792	-1.92363	-2.24702	-3.63898	-1.57874	-1.39561	-1.52053	0.01822376	0.1039109	0.08322686	0.02831276	0.04229	0.0915069	0.866203	0.206234	0.247682	0.218596
1917	-1586	-1582.29	-3.70968	0.149653	0.11455	0.0239455	-1.89944	-2.16674	-3.73197	-1.50567	-1.37104	-1.47339	0.01710366	0.09722565	0.06741953	0.04656032	0.04229	0.0915069	0.866203	0.221868	0.253842	0.229147
1918	-1588.79	-1584.77	-4.02244	0.149919	0.126114	0.0213548	-1.89766	-2.07057	-3.84648	-1.38971	-1.35632	-1.4746	0.01442999	0.1077107	0.06445747	0.06463747	0.04229	0.0915069	0.866203	0.249147	0.257608	0.228871
1919	-1586.51	-1582.6	-3.91101	0.178098	0.116892	0.0228235	-1.72542	-2.1465	-3.77997	-1.41931	-1.34946	-1.56203	0.01442999	0.1608876	0.06445747	0.04018121	0.04229	0.0915069	0.866203	0.241881	0.25938	0.209711
1920	-1587.68	-1583.62	-4.06668	0.186171	0.128818	0.023067	-1.68109	-2.04936	-3.76935	-1.42953	-1.3268	-1.54362	0.01212879	0.1688554	0.06243945	0.06290475	0.04229	0.0915069	0.866203	0.239422	0.265326	0.213606
1921	-1588.45	-1584.71	-3.74445	0.191572	0.131491	0.0233386	-1.65249	-2.02882	-3.75765	-1.55294	-1.29565	-1.60236	0.01612968	0.1339715	0.06243945	0.03847842	0.04229	0.0915069	0.866203	0.211626	0.273719	0.201422
1922	-1586.35	-1582.74	-3.61002	0.172587	0.135252	0.024449	-1.75685	-2.00061	-3.71116	-1.55294	-1.31079	-1.50759	0.01321879	0.1324841	0.06243945	0.04128833	0.0724816	0.156835	0.770683	0.211626	0.269606	0.221443
1923	-1585.82	-1582.05	-3.7721	0.180205	0.139668	0.0256051	-1.71366	-1.96849	-3.66496	-1.5749	-1.36211	-1.42026	0.01321879	0.1321788	0.0808504	0.04735919	0.0242583	0.717807	0.257934	0.207029	0.256119	0.24165
1924	-1586.43	-1582.95	-3.486	0.176743	0.134982	0.0274869	-1.73306	-2.00262	-3.59405	-1.57193	-1.32921	-1.53151	0.01126127	0.1055682	0.08703884	0.04735919	0.0216055	0.639311	0.339083	0.207644	0.264687	0.21621
1925	-1587.79	-1584.78	-3.01595	0.169951	0.146437	0.0304417	-1.77224	-1.92116	-3.49194	-1.36824	-1.3015	-1.52306	0.007043272	0.07336973	0.08121355	0.05523864	0.0216055	0.639311	0.339083	0.254556	0.272124	0.218044
1926	-1587.29	-1583.91	-3.38695	0.145437	0.158499	0.028311	-1.92802	-1.84201	-3.56451	-1.47188	-1.3015	-1.44069	0.006866772	0.1233424	0.08121355	0.05523864	0.0216055	0.639311	0.339083	0.229493	0.272124	0.236763
1927	-1585.72	-1582.15	-3.57079	0.153882	0.168453	0.0302087	-1.87157	-1.7811	-3.49963	-1.60631	-1.34953	-1.35038	0.01224366	0.1206912	0.08121355	0.05523864	0.0485232	0.18994	0.761537	0.200626	0.259362	0.259142
1928	-1583.06	-1579.92	-3.13813	0.173416	0.196092	0.0330935	-1.75206	-1.62917	-3.40842	-1.60631	-1.49348	-1.3949	0.01062636	0.08688714	0.09215237	0.04679631	0.0485232	0.18994	0.761537	0.200626	0.224591	0.247858
1929	-1583.96	-1580.99	-2.97054	0.154876	0.194345	0.0341517	-1.86513	-1.63812	-3.37694	-1.53204	-1.64531	-1.37596	0.01030372	0.0975398	0.09215237	0.0342077	0.0485232	0.18994	0.761537	0.216093	0.192953	0.252596
1930	-1582.73	-1579.73	-2.99769	0.181032	0.214521	0.0341548	-1.70908	-1.53935	-3.37685	-1.58211	-1.6436	-1.3783	0.01248935	0.07420182	0.09215237	0.039118	0.0485232	0.18994	0.761537	0.20554	0.193283	0.252007
1931	-1582.3	-1579.33	-2.97121	0.164423	0.204817	0.0315098	-1.80531	-1.58564	-3.45746	-1.46234	-1.66585	-1.47136	0.01370991	0.06100815	0.08436749	0.04053034	0.0485232	0.18994	0.761537	0.231693	0.189029	0.229614
1932	-1584.03	-1581.13	-2.8963	0.164423	0.205351	0.0325135	-1.80531	-1.58304	-3.4261	-1.47035	-1.80082	-1.48913	0.01404464	0.05225912	0.0695051	0.05490067	0.0485232	0.18994	0.761537	0.229845	0.165163	0.225568
1933	-1587.07	-1583.49	-3.57971	0.164423	0.230369	0.0346455	-1.80531	-1.46807	-3.36259	-1.58463	-1.68713	-1.47289	0.01404464	0.1303329	0.098585	0.05490067	0.328702	0.134009	0.53729	0.205024	0.18505	0.229261
1934	-1585.64	-1582.47	-3.17473	0.178258	0.184276	0.0378224	-1.72453	-1.69132	-3.27485	-1.56871	-1.75535	-1.36704	0.01469741	0.1303329	0.098585	0.03006041	0.328702	0.134009	0.53729	0.208314	0.172847	0.254861
1935	-1585.12	-1582.07	-3.05352	0.192235	0.180329	0.0395192	-1.64903	-1.71297	-3.23097	-1.57875	-1.60926	-1.41239	0.01489824	0.1168535	0.09455331	0.03006041	0.257259	0.456281	0.28646	0.206234	0.200037	0.243561
1936	-1585.8	-1583	-2.80651	0.187383	0.178774	0.0407997	-1.6746	-1.72163	-3.19908	-1.64882	-1.66459	-1.48493	0.01489824	0.08851367	0.09455331	0.03006041	0.199703	0.510285	0.290012	0.192276	0.189267	0.226517
1937	-1585.95	-1582.82	-3.13313	0.214828	0.193558	0.0371978	-1.53792	-1.64218	-3.29151	-1.38039	-1.64162	-1.56101	0.01428278	0.08851367	0.08240696	0.04762104	0.198417	0.506998	0.294586	0.251481	0.193665	0.209924
1938	-1587.53	-1584.5	-3.02284	0.206691	0.175165	0.0370515	-1.57653	-1.74203	-3.29545	-1.35194	-1.72085	-1.54872	0.008689541	0.1541041	0.06954456	0.04060672	0.198417	0.506998	0.294586	0.258738	0.178913	0.21252
1939	-1586.14	-1582.82	-3.31906	0.237547	0.132492	0.0362123	-1.43739	-2.02123	-3.31836	-1.39805	-1.72085	-1.40102	0.00879092	0.1043762	0.0932126	0.06690874	0.198417	0.506998	0.294586	0.247078	0.178913	0.246345
1940	-1585.52	-1582.23	-3.29137	0.225849	0.128675	0.0369965	-1.48789	-2.05046	-3.29693	-1.37257	-1.67238	-1.38944	0.00588394	0.1679547	0.0932126	0.05492191	0.254991	0.471215	0.273794	0.253454	0.187799	0.249214
1941	-1584.02	-1580.62	-3.39932	0.222684	0.104512	0.0324415	-1.502	-2.25845	-3.42832	-1.37257	-1.73844	-1.36716	0.009426258	0.139987	0.0932126	0.03846276	0.254991	0.471215	0.273794	0.253454	0.175795	0.254828
1942	-1585.17	-1581.69	-3.4844	0.245684	0.115219	0.0324415	-1.40371	-2.16092	-3.42832	-1.45104	-1.74916	-1.27512	0.01007164	0.139987	0.107363	0.0351618	0.240984	0.445329	0.313687	0.234326	0.17392	0.279398
1943	-1585.87	-1582.17	-3.69862	0.229892	0.11958	0.030146	-1.47014	-2.12377	-3.5017	-1.42011	-1.92412	-1.28377	0.01194039	0.139987	0.1155298	0.03671856	0.240984	0.445329	0.313687	0.241686	0.146004	0.276991
1944	-1586.36	-1582.31	-4.05089	0.234707	0.139529	0.026474	-1.44942	-1.96948	-3.63159	-1.41997	-2.08256	-1.3485	0.01950849	0.139987	0.1155298	0.03428249	0.240984	0.445329	0.313687	0.241721	0.124611	0.25963
1945	-1586.49	-1583.06	-3.43104	0.2372	0.126537	0.0307174	-1.43885	-2.06722	-3.48293	-1.2805	-2.01227	-1.3485	0.01312555	0.1266446	0.07899682	0.03428249	0.658418	0.0739617	0.26762	0.277899	0.133684	0.25963
1946	-1584.67	-1581.8	-2.8742	0.234514	0.142344	0.0321001	-1.45024	-1.94951	-3.4389	-1.33242	-1.98953	-1.37551	0.008819404	0.0834845	0.07899682	0.03411842	0.526602	0.0591544	0.414244	0.263837	0.13676	0.25271
1947	-1585.12	-1582.56	-2.56043	0.216965	0.156145	0.0294204	-1.52802	-1.85697	-3.52607	-1.20724	-1.88333	-1.40678	0.004800217	0.05825879	0.07899682	0.03984248	0.677255	0.0403291	0.282415	0.299021	0.152083	0.24493
1948	-1583.02	-1580.18	-2.84764	0.299603	0.148524	0.0324924	-1.2053	-1.90701	-3.42675	-1.20724	-1.84012	-1.35585	0.004972905	0.0602226	0.1129341	0.04125076	0.295439	0.0880398	0.616521	0.299021	0.158798	0.257728
1949	-1586.37	-1583.69	-2.67385	0.379615	0.170817	0.0376057	-0.968598	-1.76716	-3.2806	-1.14749	-1.81209	-1.38299	0.004972905	0.04265035	0.1160055	0.04125076	0.295439	0.0880398	0.616521	0.317433	0.163312	0.250828
1950	-1583.85	-1581.26	-2.5882	0.330971	0.146356	0.0397999	-1.10572	-1.92171	-3.22389	-1.22835	-1.81474	-1.30874	0.004069715	0.05799539	0.1160055	0.04125076	0.295439	0.0880398	0.616521	0.292775	0.162881	0.270159
1951	-1582.75	-1580.13	-2.62636	0.271728	0.15992	0.0397999	-1.30295	-1.83308	-3.22389	-1.26022	-1.74629	-1.32914	0.005871836	0.05799539	0.1160055	0.03877219	0.295439	0.0880398	0.616521	0.283592	0.174421	0.264704
1952	-1586.2	-1583.63	-2.56066	0.338211	0.169466	0.042552	-1.08409	-1.7751	-3.15703	-1.25597	-1.69794	-1.23308	0.005871836	0.06596485	0.1160055	0.02511928	0.295439	0.0880398	0.616521	0.2848	0.183061	0.291394
1953	-1584.65	-1582.34	-2.31357	0.300505	0.151587	0.0503235	-1.20229	-1.88659	-2.98928	-1.13061	-1.69794	-1.31572	0.005201204	0.06596485	0.1160055	0.02511928	0.223224	0.0665199	0.710256	0.322835	0.183061	0.268282
1954	-1583.26	-1580.7	-2.55941	0.29539	0.126281	0.0434037	-1.21946	-2.06925	-3.13721	-1.16726	-1.71848	-1.35092	0.00509868	0.06806702	0.1160055	0.03261358	0.223224	0.0665199	0.710256	0.311218	0.179338	0.259003
1955	-1583	-1580.15	-2.84886	0.292619	0.144862	0.0348337	-1.22888	-1.93197	-3.35717	-1.25351	-1.58184	-1.28228	0.005965727	0.06806702	0.1160055	0.03261358	0.189232	0.0848282	0.72594	0.285501	0.205596	0.277404
1956	-1586.11	-1583.29	-2.82452	0.269386	0.13397	0.0345594	-1.31161	-2.01014	-3.36508	-1.23415	-1.4928	-1.24471	0.005750207	0.04479263	0.1297576	0.04169128	0.189232	0.0848282	0.72594	0.291081	0.224743	0.288024
1957	-1585.37	-1582.49	-2.8806	0.255321	0.152679	0.0343264	-1.36523	-1.87942	-3.37184	-1.3856	-1.41668	-1.23457	0.008473483	0.06583977	0.1297576	0.02372715	0.189232	0.0848282	0.72594	0.250174	0.242518	0.290961
1958	-1586.13	-1582.85	-3.27518	0.256255	0.153363	0.0320292	-1.36158	-1.87495	-3.44111	-1.50395	-1.31387	-1.24617	0.006426484	0.09279086	0.1297576	0.03886251	0.189232	0.0848282	0.72594	0.22225	0.268778	0.287604
1959	-1586.58	-1583.23	-3.3529	0.271799	0.167038	0.0360529	-1.30269	-1.78953	-3.32277	-1.50395	-1.3644	-1.24617	0.005797333	0.1592151	0.113704	0.03886251	0.164257	0.0736326	0.76211	0.22225	0.255533	0.287604
1960	-1587.12	-1583.53	-3.5897	0.264581	0.136074	0.0308415	-1.32961	-1.99456	-3.47889	-1.40989	-1.53518	-1.35285	0.005797333	0.161946	0.1390876	0.03886251	0.0854839	0.517894	0.396622	0.24417	0.215417	0.258502
1961	-1582.74	-1579.72	-3.01809	0.261644	0.122829	0.034309	-1.34077	-2.09696	-3.37235	-1.40855	-1.80613	-1.34616	0.006575533	0.08836456	0.1163174	0.03886251	0.150962	0.148613	0.700425	0.244497	0.164289	0.260237
1962	-1585.94	-1582.86	-3.07948	0.261644	0.114989	0.0347864	-1.34077	-2.16292	-3.35853	-1.55881	-1.88984	-1.43504	0.008186723	0.1124811	0.1163174	0.03111597	0.150962	0.148613	0.700425	0.210385	0.151096	0.238105
1963	-1584.28	-1581.67	-2.6068	0.252332	0.121445	0.0301699	-1.37701	-2.10829	-3.50091	-1.55881	-1.8902	-1.35023	0.005801279	0.04893727	0.1163174	0.03201625	0.150962	0.148613	0.700425	0.210385	0.151042	0.25918
1964	-1584.9	-1582.41	-2.48916	0.26181	0.113374	0.0334857	-1.34014	-2.17707	-3.39664	-1.48964	-1.97778	-1.3492	0.005403499	0.04893727	0.1163174	0.03134256	0.2888	0.439513	0.271687	0.225453	0.138376	0.259449
1965	-1583.93	-1581.56	-2.37032	0.25465	0.107841	0.029952	-1.36786	-2.2271	-3.50816	-1.39768	-1.81405	-1.37982	0.003347054	0.05624629	0.1163174	0.02605087	0.2888	0.439513	0.271687	0.247171	0.162993	0.251623
1966	-1584.66	-1582.22	-2.44505	0.274019	0.106744	0.0334642	-1.29456	-2.23732	-3.39728	-1.42208	-1.78145	-1.33833	0.003237709	0.08101809	0.09620424	0.03070518	0.326039	0.367241	0.30672	0.241212	0.168393	0.262284
1967	-1583.75	-1581.56	-2.18788	0.256578	0.101737	0.044176	-1.36032	-2.28537	-3.11957	-1.35497	-1.90946	-1.33833	0.002323446	0.08101809	0.09620424	0.04297948	0.326039	0.367241	0.30672	0.257954	0.14816	0.262284
1968	-1585.53	-1582.76	-2.77142	0.281734	0.0982855	0.0422639	-1.26679	-2.31988	-3.16382	-1.42944	-1.91213	-1.39352	0.003618339	0.1362104	0.09307979	0.0447249	0.326039	0.367241	0.30672	0.239443	0.147765	0.248199
1969	-1586.02	-1582.9	-3.11151	0.264119	0.0795057	0.0422639	-1.33136	-2.53193	-3.16382	-1.42944	-2.02252	-1.39352	0.007758861	0.1499776	0.1040787	0.02848227	0.234704	0.417009	0.348287	0.239443	0.132322	0.248199
1970	-1588.13	-1584.51	-3.61691	0.264119	0.0803125	0.0373646	-1.33136	-2.52183	-3.28703	-1.46354	-1.83891	-1.36976	0.01025747	0.2234067	0.1040787	0.02767155	0.179834	0.446907	0.373258	0.231416	0.158991	0.254168
1971	-1585.77	-1582.16	-3.60576	0.288097	0.0718876	0.0422057	-1.24446	-2.63265	-3.1652	-1.15736	-1.60588	-1.29087	0.01025747	0.1448113	0.1040787	0.03552425	0.179834	0.446907	0.373258	0.314315	0.200712	0.27503
1972	-1585.81	-1582.12	-3.684	0.288097	0.0830834	0.0426791	-1.24446	-2.48791	-3.15405	-1.23689	-1.72155	-1.23585	0.01173325	0.1598769	0.1040787	0.03969925	0.179834	0.446907	0.373258	0.290287	0.178789	0.290589
1973	-1585.62	-1582.13	-3.49159	0.292181	0.0829707	0.0478657	-1.23038	-2.48927	-3.03936	-1.24636	-1.65815	-1.23585	0.01031684	0.1598769	0.1040787	0.03718705	0.179834	0.446907	0.373258	0.287549	0.190491	0.290589
1974	-1587.85	-1584.2	-3.65604	0.292181	0.0957872	0.0511919	-1.23038	-2.34563	-2.97217	-1.13295	-1.63786	-1.29927	0.02298077	0.1776279	0.09592852	0.02607989	0.145833	0.495864	0.358303	0.322082	0.194396	0.27273
1975	-1589.66	-1585.41	-4.24931	0.316895	0.0957872	0.0467191	-1.14919	-2.34563	-3.0636	-1.19153	-1.57493	-1.19166	0.03160539	0.1680677	0.1107196	0.0401364	0.145833	0.495864	0.358303	0.303757	0.207023	0.303716
1976	-1587.9	-1583.92	-3.98272	0.290616	0.103921	0.0459771	-1.23575	-2.26413	-3.07961	-1.1722	-1.49875	-1.38676	0.02085689	0.1680677	0.1176534	0.0418504	0.145833	0.495864	0.358303	0.309684	0.22341	0.249883
1977	-1586.36	-1582.8	-3.55706	0.271006	0.103921	0.0431909	-1.30561	-2.26413	-3.14213	-1.24845	-1.5396	-1.45667	0.02085689	0.1449946	0.0778585	0.03887644	0.220051	0.301175	0.478775	0.286949	0.214466	0.233011
1978	-1586.05	-1582.53	-3.52202	0.271006	0.108566	0.0471945	-1.30561	-2.2204	-3.05348	-1.21409	-1.50678	-1.42948	0.02011857	0.1455876	0.08339247	0.03887644	0.220051	0.301175	0.478775	0.296981	0.221622	0.239433
1979	-1587.69	-1584.1	-3.58472	0.24539	0.115471	0.0433684	-1.40491	-2.15874	-3.13802	-1.31998	-1.43864	-1.47097	0.0227726	0.1498885	0.121646	0.02508183	0.220051	0.301175	0.478775	0.267141	0.23725	0.229703
1980	-1587.38	-1583.9	-3.47056	0.228454	0.110641	0.0460433	-1.47642	-2.20147	-3.07817	-1.31659	-1.48757	-1.53902	0.0227726	0.1655106	0.08093238	0.03406189	0.220051	0.301175	0.478775	0.268048	0.225921	0.214591
1981	-1587.49	-1584.09	-3.39441	0.211429	0.121803	0.0369815	-1.55387	-2.10535	-3.29734	-1.31899	-1.44815	-1.4647	0.01614684	0.1360785	0.1204012	0.02294885	0.248082	0.212156	0.539762	0.267405	0.235006	0.231146
1982	-1585.7	-1582.17	-3.52628	0.262777	0.132495	0.035744	-1.33645	-2.02121	-3.33137	-1.32441	-1.37128	-1.41976	0.0131729	0.1360785	0.1204012	0.02827155	0.45852	0.15278	0.3887	0.26596	0.253781	0.241773
1983	-1585.4	-1582.01	-3.38997	0.292991	0.129716	0.0427121	-1.22761	-2.04241	-3.15327	-1.21702	-1.5549	-1.41976	0.0131729	0.1360785	0.1204012	0.02827155	0.31812	0.105999	0.575881	0.296111	0.21121	0.241773
1984	-1584.93	-1581.55	-3.37918	0.335206	0.137572	0.0423676	-1.09301	-1.98361	-3.16137	-1.24847	-1.71326	-1.33719	0.01708882	0.08740473	0.1188588	0.03256084	0.307551	0.158998	0.533452	0.286942	0.180278	0.262583
1985	-1584.41	-1581.56	-2.84985	0.326196	0.151227	0.0407211	-1.12026	-1.88898	-3.20101	-1.10827	-1.79306	-1.31851	0.01183361	0.03971328	0.1188588	0.03337955	0.315862	0.136269	0.547869	0.33013	0.166449	0.267533
1986	-1585.61	-1582.3	-3.31601	0.323015	0.147687	0.0384682	-1.13006	-1.91266	-3.25792	-1.13631	-1.95527	-1.31851	0.0160208	0.04693004	0.1188588	0.046796	0.0591733	0.187397	0.75343	0.321003	0.141527	0.267533
1987	-1585.6	-1582.25	-3.34629	0.322202	0.144117	0.0390368	-1.13258	-1.93713	-3.24325	-1.06612	-1.90179	-1.26495	0.0160208	0.06484913	0.106109	0.03725339	0.0599305	0.189795	0.750275	0.344342	0.149302	0.282252
1988	-1586.25	-1582.28	-3.96601	0.363587	0.14108	0.0308963	-1.01174	-1.95843	-3.47712	-1.06612	-1.98407	-1.31393	0.01635823	0.1084734	0.106109	0.03725339	0.0544898	0.172565	0.772946	0.344342	0.137509	0.268762
1989	-1586.43	-1582.55	-3.8743	0.362534	0.123796	0.0372445	-1.01464	-2.08912	-3.29025	-1.0686	-2.05546	-1.30955	0.01501446	0.1079491	0.106109	0.0481775	0.0848635	0.167021	0.748115	0.343489	0.128033	0.269941
1990	-1585.09	-1581.55	-3.54609	0.343736	0.138726	0.0359494	-1.06788	-1.97525	-3.32564	-1.09333	-1.7859	-1.31463	0.01619927	0.09463066	0.106109	0.03012349	0.0848635	0.167021	0.748115	0.3351	0.167646	0.268573
1991	-1585.46	-1582.14	-3.31626	0.340946	0.144421	0.0377205	-1.07603	-1.93502	-3.27755	-1.06809	-1.88812	-1.42371	0.01388652	0.08458705	0.106109	0.03012349	0.0848635	0.167021	0.748115	0.343663	0.151357	0.240819
1992	-1586.67	-1582.87	-3.80747	0.340946	0.146455	0.0377205	-1.07603	-1.92104	-3.27755	-1.08321	-1.96257	-1.39896	0.02165164	0.1258904	0.106109	0.03123167	0.0848635	0.167021	0.748115	0.338508	0.140496	0.246854
1993	-1586.65	-1582.98	-3.66855	0.361039	0.159908	0.04158	-1.01877	-1.83316	-3.18014	-1.08321	-1.93504	-1.34722	0.02165164	0.1027407	0.106109	0.03316591	0.0848635	0.167021	0.748115	0.338508	0.144419	0.259962
1994	-1587.75	-1583.81	-3.93588	0.306495	0.163343	0.0428503	-1.18255	-1.8119	-3.15004	-1.08806	-1.75253	-1.39703	0.02165164	0.117447	0.1044885	0.06085356	0.0848635	0.167021	0.748115	0.336868	0.173334	0.247331
1995	-1584.17	-1580.72	-3.4428	0.308535	0.163232	0.0441756	-1.17592	-1.81259	-3.11958	-1.13725	-1.73698	-1.31884	0.01662595	0.09033856	0.1044885	0.04422339	0.0848635	0.167021	0.748115	0.320701	0.176052	0.267445
1996	-1583.97	-1580.93	-3.04054	0.271739	0.157374	0.0420018	-1.30291	-1.84913	-3.17004	-1.13725	-1.66448	-1.37266	0.01189766	0.08723035	0.1044885	0.03127319	0.0848635	0.167021	0.748115	0.320701	0.189288	0.253433
1997	-1584.66	-1581.58	-3.07718	0.287695	0.180537	0.0424701	-1.24586	-1.71182	-3.15896	-1.1753	-1.76691	-1.26004	0.01189766	0.08723035	0.1044885	0.03127319	0.0848635	0.167021	0.748115	0.308727	0.170861	0.283643
1998	-1586.05	-1583.32	-2.72561	0.34252	0.160346	0.0430438	-1.07143	-1.83042	-3.14554	-1.15297	-1.78405	-1.27593	0.01067703	0.0426297	0.1105574	0.03127319	0.273604	0.538484	0.187911	0.315696	0.167957	0.279171
1999	-1588.18	-1585.11	-3.07134	0.360267	0.160346	0.0399991	-1.02091	-1.83042	-3.2189	-1.03319	-1.75904	-1.26315	0.01249765	0.03536506	0.1100994	0.04487293	0.273604	0.538484	0.187911	0.355868	0.17221	0.282761
2000	-1587.68	-1584.89	-2.7903	0.352971	0.147677	0.0443436	-1.04137	-1.91273	-3.11579	-1.11204	-1.6678	-1.3496	0.009766413	0.03771305	0.1083133	0.04487293	0.273604	0.538484	0.187911	0.328889	0.188662	0.259344
2001	-1585.57	-1583.1	-2.47218	0.348676	0.166046	0.0394875	-1.05361	-1.79549	-3.23177	-1.15458	-1.6482	-1.3496	0.009766413	0.02798702	0.1083133	0.02850301	0.219148	0.254271	0.526581	0.315189	0.192396	0.259344
2002	-1585.13	-1582.89	-2.2356	0.308946	0.157414	0.0327134	-1.17459	-1.84888	-3.41997	-1.10107	-1.67412	-1.40508	0.006526054	0.02273212	0.1083133	0.0254758	0.196009	0.33301	0.470981	0.332514	0.187473	0.245348
2003	-1584.53	-1581.66	-2.86922	0.275153	0.16844	0.0296121	-1.29043	-1.78117	-3.51957	-1.27887	-1.67035	-1.29645	0.01023702	0.04667459	0.1086794	0.0254758	0.112259	0.618	0.269741	0.278353	0.188181	0.273502
2004	-1585.07	-1582.06	-3.0136	0.26572	0.18382	0.0287711	-1.32531	-1.6938	-3.54838	-1.20367	-1.64366	-1.35671	0.008434822	0.06822114	0.1086794	0.02491527	0.112259	0.618	0.269741	0.30009	0.193272	0.257508
2005	-1587.71	-1584.08	-3.62824	0.250148	0.192083	0.0282452	-1.3857	-1.64983	-3.56683	-1.10291	-1.76686	-1.34702	0.0265204	0.06822114	0.1086794	0.02380174	0.112259	0.618	0.269741	0.331902	0.170869	0.260015
2006	-1585.95	-1582.88	-3.07178	0.255411	0.211995	0.0290663	-1.36488	-1.55119	-3.53818	-1.15715	-1.82544	-1.34702	0.02023386	0.03402304	0.1086794	0.02415377	0.112259	0.618	0.269741	0.314381	0.161147	0.260015
