Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_speciation[1]	log_speciation[2]	log_speciation[3]	rate_12	rate_21	rate_31	rate_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	speciation[1]	speciation[2]	speciation[3]
104	-1584.11	-1581.99	-2.12181	0.207782	0.182107	0.0459332	-1.57127	-1.70316	-3.08057	-1.31878	-1.82221	-1.27243	0.0221287	0.01508629	0.1104172	0.02542963	0.132273	0.0642436	0.803483	0.267462	0.161667	0.280151
105	-1583.94	-1581.9	-2.03987	0.211617	0.177273	0.0412661	-1.55298	-1.73006	-3.18772	-1.31506	-1.82221	-1.27243	0.01211751	0.0164214	0.1104172	0.02984069	0.132273	0.0642436	0.803483	0.268459	0.161667	0.280151
106	-1583.86	-1581.79	-2.06795	0.21292	0.173715	0.0487448	-1.54684	-1.75034	-3.02116	-1.30085	-1.75775	-1.32929	0.01211751	0.0185435	0.1111548	0.03771915	0.1987	0.0965066	0.704793	0.272301	0.172432	0.264666
107	-1584.51	-1583.34	-1.1711	0.189159	0.165477	0.0452613	-1.66517	-1.79892	-3.0953	-1.42371	-1.72332	-1.3259	0.006646368	0.01144531	0.08995713	0.02521266	0.124919	0.431989	0.443091	0.240818	0.178473	0.265565
108	-1584.18	-1583	-1.17865	0.199175	0.153588	0.0492718	-1.61357	-1.87348	-3.0104	-1.4167	-1.66843	-1.35391	0.006646368	0.01144531	0.1020831	0.02521266	0.131095	0.453346	0.415559	0.242513	0.188543	0.258229
109	-1585.38	-1584.16	-1.21713	0.206502	0.143252	0.0471722	-1.57744	-1.94315	-3.05395	-1.29267	-1.62975	-1.45629	0.006646368	0.01031536	0.09912286	0.02748406	0.131095	0.453346	0.415559	0.274536	0.195979	0.233099
110	-1585.65	-1584.3	-1.34953	0.212064	0.131788	0.0514951	-1.55087	-2.02656	-2.96627	-1.37732	-1.62975	-1.4824	0.004899332	0.01592983	0.09912286	0.03736819	0.157955	0.0937362	0.748309	0.252255	0.195979	0.227091
111	-1583.16	-1581.3	-1.8652	0.210492	0.122746	0.0463286	-1.55831	-2.09764	-3.072	-1.37732	-1.76189	-1.42215	0.005682199	0.03317146	0.08664543	0.04009722	0.157955	0.0937362	0.748309	0.252255	0.17172	0.241195
112	-1583.53	-1581.56	-1.97249	0.224763	0.127821	0.04592	-1.49271	-2.05713	-3.08086	-1.33592	-1.66023	-1.47947	0.009821251	0.03317146	0.08664543	0.02768458	0.157955	0.0937362	0.748309	0.262916	0.190095	0.227759
113	-1584.18	-1582.02	-2.15981	0.213839	0.107219	0.0553056	-1.54253	-2.23288	-2.89488	-1.28428	-1.83965	-1.47947	0.01134143	0.05544114	0.08664543	0.02552531	0.157955	0.0937362	0.748309	0.276849	0.158874	0.227759
114	-1585.3	-1582.66	-2.63473	0.197487	0.109935	0.0480519	-1.62208	-2.20786	-3.03547	-1.28428	-1.90376	-1.54346	0.01385944	0.07708524	0.08664543	0.03158996	0.157955	0.0937362	0.748309	0.276849	0.149008	0.213642
115	-1584.14	-1581.46	-2.68535	0.215696	0.115347	0.0478559	-1.53388	-2.15981	-3.03956	-1.39076	-1.95468	-1.46334	0.01937229	0.05514394	0.08664543	0.03626504	0.131928	0.0782912	0.78978	0.248886	0.14161	0.231462
116	-1584.5	-1581.91	-2.58782	0.208164	0.139203	0.0496159	-1.56943	-1.97182	-3.00344	-1.33589	-1.8201	-1.37007	0.02690934	0.03470061	0.08664543	0.03626504	0.131928	0.0782912	0.78978	0.262923	0.162009	0.25409
117	-1582.77	-1580.42	-2.34381	0.192818	0.142903	0.0524935	-1.64601	-1.94559	-2.94707	-1.43003	-1.87615	-1.41498	0.01047834	0.05657269	0.09090107	0.04053897	0.131263	0.0778965	0.79084	0.239301	0.153179	0.24293
118	-1590.48	-1588.05	-2.42996	0.219106	0.145436	0.0524935	-1.5182	-1.92802	-2.94707	-1.41496	-1.86079	-1.41809	0.007375251	0.05657269	0.06961219	0.08153457	0.131263	0.0778965	0.79084	0.242935	0.15555	0.242177
119	-1589.8	-1586.72	-3.08032	0.213669	0.154997	0.0316473	-1.54333	-1.86435	-3.4531	-1.49959	-1.93765	-1.36317	0.01139664	0.05193132	0.06961219	0.08136331	0.228993	0.027004	0.744003	0.223222	0.144043	0.255849
120	-1589.72	-1586.73	-2.99053	0.213669	0.154997	0.0308592	-1.54333	-1.86435	-3.47832	-1.30781	-1.86094	-1.34047	0.008028274	0.05193132	0.06961219	0.07979582	0.679932	0.080181	0.239887	0.270411	0.155526	0.261722
121	-1585.23	-1582.61	-2.61714	0.196818	0.146066	0.0331531	-1.62548	-1.9237	-3.40662	-1.35859	-1.88785	-1.29291	0.01772991	0.03119619	0.1084075	0.02356871	0.679932	0.080181	0.239887	0.257023	0.151396	0.27447
122	-1584.51	-1581.66	-2.84313	0.225645	0.153058	0.0351268	-1.48879	-1.87694	-3.34879	-1.38723	-1.81851	-1.29291	0.01772991	0.03119619	0.1127517	0.03745783	0.679932	0.080181	0.239887	0.249766	0.162268	0.27447
123	-1584.2	-1581.17	-3.02748	0.229541	0.180342	0.0350896	-1.47168	-1.7129	-3.34985	-1.37874	-1.79053	-1.37713	0.01772991	0.04904653	0.1252535	0.03042637	0.679932	0.080181	0.239887	0.251895	0.166872	0.252301
124	-1585.41	-1582.24	-3.17123	0.229041	0.156504	0.0408396	-1.47385	-1.85467	-3.1981	-1.29845	-1.72438	-1.37713	0.02285938	0.06953445	0.1252535	0.0273982	0.679932	0.080181	0.239887	0.272953	0.178283	0.252301
125	-1585.31	-1582.63	-2.68077	0.215803	0.158285	0.0464142	-1.53339	-1.84336	-3.07015	-1.51587	-1.67969	-1.37709	0.01724576	0.05212531	0.1279796	0.02760986	0.679932	0.080181	0.239887	0.219617	0.186432	0.25231
126	-1585.28	-1582.19	-3.08829	0.214276	0.145266	0.038147	-1.54049	-1.92919	-3.26631	-1.48576	-1.75306	-1.361	0.02421911	0.05212531	0.1279796	0.02979488	0.679932	0.080181	0.239887	0.226329	0.173242	0.256405
127	-1585.26	-1582.3	-2.95619	0.214276	0.115896	0.0389446	-1.54049	-2.15506	-3.24562	-1.4399	-1.77014	-1.28686	0.01967013	0.05568343	0.08472859	0.03873416	0.243556	0.189499	0.566945	0.236951	0.17031	0.276137
128	-1585.8	-1582.49	-3.3077	0.221657	0.0993995	0.0349471	-1.50663	-2.30861	-3.35392	-1.45743	-1.70973	-1.28686	0.01540691	0.06189217	0.1255195	0.04017541	0.243556	0.189499	0.566945	0.232833	0.180915	0.276137
129	-1584.93	-1582.13	-2.79852	0.216083	0.11397	0.0337989	-1.53209	-2.17182	-3.38733	-1.43353	-1.66541	-1.27787	0.01645301	0.0437366	0.1255195	0.02030574	0.243556	0.189499	0.566945	0.238467	0.189113	0.278629
130	-1584.37	-1581.45	-2.91465	0.208716	0.131979	0.0326651	-1.56678	-2.02511	-3.42145	-1.45776	-1.5881	-1.28261	0.01223305	0.0437366	0.1189929	0.03536079	0.234408	0.219941	0.545651	0.232758	0.204314	0.277312
131	-1582.96	-1580.2	-2.75831	0.208716	0.130266	0.0308951	-1.56678	-2.03818	-3.47716	-1.4873	-1.60457	-1.33915	0.008175947	0.05313466	0.1186298	0.03004542	0.142667	0.133862	0.723471	0.225981	0.200976	0.262068
132	-1583.3	-1580.84	-2.46067	0.208716	0.137492	0.0298016	-1.56678	-1.98419	-3.51319	-1.48217	-1.72738	-1.48689	0.005032206	0.05463115	0.1112982	0.03004542	0.207483	0.194677	0.59784	0.227145	0.177749	0.226074
133	-1587.83	-1584.9	-2.93689	0.246623	0.149839	0.0334718	-1.39989	-1.89819	-3.39705	-1.47126	-1.8043	-1.58498	0.005032206	0.1079022	0.1112982	0.04368284	0.0398494	0.03739	0.922761	0.229636	0.16459	0.204952
134	-1587.76	-1584.96	-2.80238	0.257953	0.141201	0.0372036	-1.35498	-1.95757	-3.29135	-1.40735	-1.72327	-1.58498	0.005032206	0.09388208	0.1139428	0.04397642	0.0344452	0.0323193	0.933235	0.24479	0.178482	0.204952
135	-1582.23	-1579.47	-2.75551	0.266933	0.140755	0.031562	-1.32076	-1.96074	-3.4558	-1.3106	-1.77231	-1.38557	0.004730509	0.07548702	0.1139428	0.03220708	0.0344452	0.0323193	0.933235	0.269659	0.16994	0.250181
136	-1583.58	-1580.58	-3.00206	0.278824	0.126668	0.0297213	-1.27717	-2.06618	-3.51589	-1.42139	-1.77231	-1.30497	0.007594788	0.07548702	0.1139428	0.02753641	0.0344452	0.0323193	0.933235	0.241377	0.16994	0.271181
137	-1586.1	-1582.84	-3.25768	0.278824	0.127751	0.0297213	-1.27717	-2.05767	-3.51589	-1.52126	-1.75156	-1.30497	0.0136995	0.08604763	0.1139428	0.02305589	0.0344452	0.0323193	0.933235	0.218437	0.173504	0.271181
138	-1587.09	-1583.71	-3.37402	0.278824	0.125581	0.0296523	-1.27717	-2.07481	-3.51822	-1.57805	-1.8868	-1.34235	0.0136995	0.09085535	0.1361725	0.02305589	0.0344452	0.0323193	0.933235	0.206377	0.151556	0.261231
139	-1586.96	-1583.92	-3.04316	0.243071	0.125581	0.0338433	-1.4144	-2.07481	-3.38602	-1.54154	-1.90623	-1.2183	0.01994857	0.05594939	0.1361725	0.01883953	0.0344452	0.0323193	0.933235	0.21405	0.14864	0.295734
140	-1586.22	-1582.82	-3.40396	0.235703	0.128825	0.0314161	-1.44518	-2.0493	-3.46044	-1.46874	-1.85431	-1.21388	0.02359711	0.06344394	0.1361725	0.02334119	0.0344452	0.0323193	0.933235	0.230215	0.15656	0.297042
141	-1586.06	-1582.83	-3.23061	0.218652	0.144953	0.0350204	-1.52027	-1.93134	-3.35182	-1.49119	-1.88302	-1.28537	0.02217007	0.06344394	0.1472305	0.02334119	0.0340901	0.0422968	0.923613	0.225104	0.15213	0.276549
142	-1586.12	-1582.87	-3.24748	0.22247	0.146094	0.0356829	-1.50296	-1.92351	-3.33308	-1.46346	-1.89686	-1.24826	0.01639542	0.06344394	0.1464879	0.03213127	0.0340901	0.0422968	0.923613	0.231433	0.150039	0.287004
143	-1586.41	-1583.5	-2.90902	0.223718	0.146298	0.0379031	-1.49737	-1.92211	-3.27272	-1.39767	-1.8483	-1.23045	0.01829381	0.03865344	0.1482272	0.02673115	0.0340901	0.0422968	0.923613	0.247173	0.157504	0.292162
144	-1585.34	-1582.54	-2.79946	0.256775	0.1335	0.0420267	-1.35955	-2.01365	-3.16945	-1.41989	-1.75919	-1.29045	0.01829381	0.03662907	0.1482272	0.02673115	0.0340901	0.0422968	0.923613	0.24174	0.172185	0.275146
145	-1585.34	-1583.04	-2.29515	0.238686	0.1335	0.0435905	-1.4326	-2.01365	-3.13292	-1.53301	-1.74604	-1.29045	0.01499913	0.04511503	0.1060254	0.01770726	0.0340901	0.0422968	0.923613	0.215886	0.174464	0.275146
146	-1583.92	-1581.63	-2.29043	0.216507	0.142597	0.0501522	-1.53013	-1.94774	-2.99269	-1.53705	-1.80415	-1.28099	0.007725568	0.04310387	0.1060254	0.04672513	0.0340901	0.0422968	0.923613	0.215015	0.164614	0.277762
147	-1582.65	-1580.5	-2.15027	0.211918	0.162038	0.0487898	-1.55155	-1.81992	-3.02023	-1.49608	-1.7873	-1.28099	0.007725568	0.04123143	0.09583088	0.04013464	0.0340901	0.0422968	0.923613	0.224006	0.167411	0.277762
148	-1582.8	-1580.29	-2.50866	0.199547	0.174418	0.0492674	-1.61171	-1.7463	-3.01049	-1.42559	-1.69698	-1.3132	0.01013106	0.04890817	0.1032079	0.0468028	0.0340901	0.0422968	0.923613	0.240366	0.183236	0.268957
149	-1582.76	-1580.25	-2.51151	0.190418	0.166985	0.0466318	-1.65853	-1.78985	-3.06547	-1.3792	-1.88843	-1.37551	0.01442735	0.04890817	0.1032079	0.03254745	0.0340901	0.0422968	0.923613	0.251781	0.15131	0.25271
150	-1581.77	-1579.15	-2.62685	0.199887	0.157616	0.0413644	-1.61	-1.8476	-3.18533	-1.45572	-1.79967	-1.3774	0.01215489	0.06068249	0.09855309	0.03379012	0.0340901	0.0422968	0.923613	0.233232	0.165354	0.252233
151	-1583.19	-1580.81	-2.37467	0.186504	0.17928	0.0390831	-1.6793	-1.7188	-3.24207	-1.50234	-1.65042	-1.4724	0.01895614	0.03054607	0.07879273	0.03379012	0.0340901	0.0422968	0.923613	0.222609	0.191969	0.229374
152	-1583.94	-1581.15	-2.78341	0.211118	0.203175	0.0359061	-1.55534	-1.59369	-3.32685	-1.47752	-1.60764	-1.3482	0.01830725	0.04798362	0.07879273	0.03379012	0.141958	0.176132	0.68191	0.228202	0.200361	0.259707
153	-1585.43	-1582.5	-2.93058	0.21488	0.246109	0.0352799	-1.53767	-1.40198	-3.34444	-1.41898	-1.4563	-1.26709	0.013472	0.06003487	0.07879273	0.03509193	0.318016	0.139993	0.541992	0.24196	0.233096	0.28165
154	-1584.91	-1582.31	-2.60048	0.189034	0.243251	0.0405805	-1.66583	-1.41366	-3.20447	-1.40616	-1.63269	-1.31185	0.01360291	0.05392446	0.07242786	0.03509193	0.318016	0.139993	0.541992	0.245083	0.195404	0.26932
155	-1584.35	-1581.3	-3.0455	0.178637	0.256604	0.0386155	-1.7224	-1.36022	-3.2541	-1.38085	-1.55031	-1.37797	0.0125413	0.05392446	0.08981263	0.06086698	0.421555	0.185571	0.392875	0.251366	0.212182	0.252089
156	-1582.77	-1579.66	-3.10637	0.189335	0.290676	0.0356611	-1.66423	-1.23554	-3.33369	-1.37411	-1.38388	-1.41215	0.01560469	0.05392446	0.08981263	0.03996826	0.198259	0.078887	0.722854	0.253065	0.250604	0.243619
157	-1582.71	-1579.73	-2.98523	0.202304	0.274338	0.0417652	-1.59798	-1.29339	-3.17569	-1.47266	-1.35541	-1.41215	0.01736877	0.05568643	0.08981263	0.03996826	0.198259	0.078887	0.722854	0.229314	0.257843	0.243619
158	-1583.98	-1580.98	-3.0029	0.217627	0.258915	0.0461023	-1.52497	-1.35125	-3.07689	-1.37796	-1.35541	-1.37267	0.0197624	0.06779218	0.07478338	0.03996826	0.198259	0.078887	0.722854	0.252093	0.257843	0.253428
159	-1584.25	-1581.38	-2.86941	0.17046	0.262988	0.0435191	-1.76925	-1.33565	-3.13456	-1.33843	-1.4896	-1.42896	0.01777938	0.050571	0.09976116	0.03605605	0.198259	0.078887	0.722854	0.262257	0.225462	0.239558
160	-1586.4	-1582.64	-3.76005	0.186635	0.286586	0.0411694	-1.6786	-1.24972	-3.19006	-1.3543	-1.31756	-1.3509	0.02457459	0.0792992	0.114128	0.05314035	0.198259	0.078887	0.722854	0.258127	0.267787	0.259006
161	-1584.78	-1581.19	-3.58999	0.199222	0.283325	0.0359363	-1.61334	-1.26116	-3.32601	-1.36214	-1.38629	-1.3509	0.01640808	0.06978506	0.114128	0.05309229	0.198259	0.078887	0.722854	0.256113	0.25	0.259006
162	-1584.71	-1581.03	-3.67895	0.194321	0.299773	0.0310385	-1.63824	-1.20473	-3.47253	-1.36214	-1.37569	-1.40027	0.0175879	0.07496748	0.114128	0.03972009	0.198259	0.078887	0.722854	0.256113	0.252664	0.246529
163	-1583.87	-1580.31	-3.55323	0.19746	0.253946	0.0316452	-1.62222	-1.37063	-3.45317	-1.35476	-1.30662	-1.31503	0.02720844	0.04859126	0.09766209	0.04067645	0.198259	0.078887	0.722854	0.25801	0.270733	0.268467
164	-1583.81	-1579.97	-3.84358	0.207097	0.25483	0.0287514	-1.57457	-1.36716	-3.54907	-1.32771	-1.27741	-1.38096	0.02720844	0.06330182	0.1005157	0.04100555	0.280349	0.0708097	0.648841	0.265084	0.278758	0.251338
165	-1585.95	-1581.86	-4.0838	0.204327	0.283386	0.033083	-1.58804	-1.26095	-3.40874	-1.37443	-1.21618	-1.36671	0.04541943	0.06330182	0.1005157	0.04706835	0.280349	0.0708097	0.648841	0.252984	0.296361	0.254943
166	-1585.75	-1581.64	-4.10435	0.224543	0.289419	0.0263473	-1.49369	-1.23988	-3.63639	-1.38676	-1.19572	-1.36671	0.04541943	0.06126867	0.107297	0.02634696	0.289411	0.0730985	0.637491	0.249884	0.302486	0.254943
167	-1585.22	-1581.06	-4.16164	0.193372	0.312296	0.0267368	-1.64314	-1.1638	-3.62171	-1.43372	-1.18701	-1.39727	0.04541943	0.06933573	0.107297	0.02755867	0.289411	0.0730985	0.637491	0.238421	0.305132	0.24727
168	-1585.37	-1581.47	-3.89736	0.212929	0.312296	0.0260079	-1.5468	-1.1638	-3.64936	-1.28479	-1.19176	-1.45581	0.02730799	0.06019332	0.107297	0.02755867	0.20235	0.35193	0.44572	0.276708	0.303686	0.23321
169	-1591.65	-1587.22	-4.42575	0.217616	0.312296	0.0264811	-1.52502	-1.1638	-3.63132	-1.36256	-1.40741	-1.49576	0.0613534	0.06019332	0.1564929	0.02755867	0.20235	0.35193	0.44572	0.256005	0.244777	0.224078
170	-1587.88	-1583.74	-4.14351	0.216454	0.278196	0.029633	-1.53038	-1.27943	-3.51887	-1.31099	-1.37317	-1.42801	0.06154834	0.07437663	0.1033083	0.02755867	0.292715	0.509095	0.19819	0.269553	0.253303	0.239785
171	-1586.09	-1582.27	-3.81953	0.22305	0.293344	0.0331865	-1.50036	-1.22641	-3.40561	-1.34248	-1.35984	-1.37339	0.04014331	0.07437663	0.1033083	0.02755867	0.410007	0.42467	0.165323	0.261196	0.256702	0.253247
172	-1584.11	-1580.03	-4.07743	0.192467	0.31516	0.028189	-1.64783	-1.15468	-3.56883	-1.46996	-1.45622	-1.36203	0.04014331	0.07437663	0.1033083	0.03536838	0.166356	0.0455453	0.788099	0.229936	0.233117	0.256141
173	-1584.9	-1580.99	-3.9088	0.192937	0.252392	0.0261957	-1.64539	-1.37677	-3.64216	-1.45008	-1.29453	-1.31727	0.04014331	0.05539662	0.1033083	0.03049725	0.166356	0.0455453	0.788099	0.234552	0.274026	0.267865
174	-1584.37	-1580.38	-3.99409	0.229724	0.235642	0.0257613	-1.47088	-1.44544	-3.65888	-1.45008	-1.30488	-1.30492	0.0268683	0.06712004	0.1033083	0.04058659	0.166356	0.0455453	0.788099	0.234552	0.271206	0.271196
175	-1585.34	-1581.14	-4.19636	0.274157	0.263614	0.0244048	-1.29406	-1.33327	-3.71297	-1.43906	-1.284	-1.34388	0.02081659	0.06711949	0.1425473	0.03817808	0.206551	0.0565499	0.736899	0.237151	0.276926	0.260831
176	-1584.15	-1580.51	-3.63746	0.298846	0.264707	0.0248737	-1.20783	-1.32913	-3.69395	-1.19918	-1.26885	-1.27979	0.01252665	0.03441235	0.1203696	0.04073028	0.206551	0.0565499	0.736899	0.30144	0.281154	0.278096
177	-1587.18	-1583.58	-3.59532	0.316894	0.248797	0.0261846	-1.14919	-1.39112	-3.64258	-1.16831	-1.25294	-1.23235	0.0131746	0.02241453	0.1495042	0.04370593	0.206551	0.0565499	0.736899	0.310893	0.285663	0.291607
178	-1585.99	-1582.83	-3.16009	0.35836	0.248565	0.0310654	-1.02622	-1.39205	-3.47166	-1.21165	-1.39666	-1.30358	0.009626744	0.02241453	0.1436213	0.04370593	0.206551	0.0565499	0.736899	0.297707	0.247421	0.271559
179	-1585.53	-1582.47	-3.05584	0.340857	0.248477	0.031298	-1.07629	-1.3924	-3.4642	-1.26472	-1.41927	-1.36042	0.0133902	0.02345317	0.1408002	0.03056313	0.206551	0.0565499	0.736899	0.282317	0.241891	0.256552
180	-1586.57	-1583.79	-2.78021	0.344445	0.296043	0.0368347	-1.06582	-1.21725	-3.30131	-1.26257	-1.54191	-1.29008	0.01147886	0.01584857	0.1099901	0.05028517	0.206551	0.0565499	0.736899	0.282926	0.213973	0.275249
181	-1586.5	-1583.67	-2.82449	0.313374	0.258903	0.0368347	-1.16036	-1.3513	-3.30131	-1.13043	-1.30625	-1.3703	0.01147886	0.01912531	0.1007208	0.05028517	0.108168	0.505927	0.385905	0.322893	0.270834	0.25403
182	-1588.6	-1585.55	-3.05082	0.308159	0.224392	0.034945	-1.17714	-1.49436	-3.35398	-1.19666	-1.34316	-1.19547	0.0123342	0.01912531	0.1268363	0.05224556	0.214162	0.445797	0.34004	0.302203	0.261019	0.302563
183	-1585.23	-1582.61	-2.62153	0.280067	0.251298	0.0353339	-1.27273	-1.38112	-3.34291	-1.33193	-1.30424	-1.28469	0.009591841	0.02137841	0.1371429	0.02981786	0.214162	0.445797	0.34004	0.263968	0.271379	0.276737
184	-1584.22	-1581.77	-2.44884	0.23995	0.219059	0.0373893	-1.42732	-1.51842	-3.28637	-1.35823	-1.4249	-1.41483	0.009591841	0.02195125	0.1106321	0.04397072	0.214162	0.445797	0.34004	0.257116	0.240533	0.242967
185	-1583.15	-1580.64	-2.51124	0.238805	0.196033	0.0336469	-1.43211	-1.62947	-3.39183	-1.37528	-1.36234	-1.39227	0.008871795	0.03217124	0.1106321	0.02974953	0.314154	0.187043	0.498804	0.252768	0.256061	0.24851
186	-1584.2	-1581.45	-2.7497	0.21777	0.187563	0.0361558	-1.52431	-1.67364	-3.31992	-1.42165	-1.33743	-1.45731	0.008871795	0.05548221	0.1106321	0.03459021	0.26995	0.381316	0.348734	0.241315	0.26252	0.232863
187	-1584.16	-1581.14	-3.02629	0.22898	0.174298	0.0364784	-1.47412	-1.74699	-3.31104	-1.42165	-1.29843	-1.39724	0.0107562	0.07216019	0.1106321	0.03459021	0.26995	0.381316	0.348734	0.241315	0.272961	0.247279
188	-1584.04	-1581.14	-2.89781	0.236771	0.169114	0.0338052	-1.44066	-1.77718	-3.38714	-1.42164	-1.41408	-1.49587	0.01083086	0.06226149	0.1106321	0.03060993	0.430244	0.0139461	0.55581	0.241318	0.243148	0.224054
189	-1585.04	-1581.99	-3.04398	0.236771	0.182835	0.0420652	-1.44066	-1.69917	-3.16854	-1.35139	-1.3883	-1.46684	0.01369376	0.1004577	0.1105586	0.0265259	0.430244	0.0139461	0.55581	0.258879	0.2495	0.230654
190	-1586.7	-1582.72	-3.98366	0.284251	0.201648	0.0366713	-1.2579	-1.60123	-3.30576	-1.35975	-1.34941	-1.45776	0.0177215	0.1647894	0.1105586	0.04326246	0.430244	0.0139461	0.55581	0.256726	0.259394	0.232757
191	-1587.16	-1582.85	-4.31112	0.282878	0.185732	0.0376962	-1.26274	-1.68345	-3.2782	-1.11621	-1.4756	-1.30681	0.02854445	0.1647894	0.1105586	0.04326246	0.171938	0.00557326	0.822489	0.327519	0.228642	0.270681
192	-1590.09	-1586.37	-3.72197	0.300581	0.197828	0.0376962	-1.20204	-1.62036	-3.2782	-1.18908	-1.42524	-1.31133	0.01759644	0.1647894	0.06070293	0.04326246	0.171938	0.00557326	0.822489	0.3045	0.24045	0.269461
193	-1586.37	-1582.77	-3.6095	0.267645	0.182534	0.0374843	-1.31809	-1.70082	-3.28383	-1.21219	-1.42661	-1.43069	0.016732	0.1257811	0.06661936	0.05650046	0.171938	0.00557326	0.822489	0.297544	0.24012	0.239144
194	-1586.36	-1582.36	-3.99783	0.22864	0.234089	0.0355417	-1.47561	-1.45205	-3.33705	-1.34755	-1.49298	-1.42894	0.02418553	0.1482461	0.06661936	0.06920634	0.171938	0.00557326	0.822489	0.259876	0.224701	0.239564
195	-1588.35	-1583.84	-4.50082	0.179193	0.256321	0.0308811	-1.71929	-1.36133	-3.47761	-1.45158	-1.50864	-1.36203	0.03187074	0.1884017	0.06661936	0.07873552	0.555683	0.0180121	0.426305	0.234201	0.22121	0.25614
196	-1588.13	-1583.79	-4.33581	0.175004	0.25054	0.0322975	-1.74295	-1.38414	-3.43277	-1.53264	-1.48321	-1.34994	0.02767848	0.1884017	0.06661936	0.07638054	0.576461	0.0171698	0.406369	0.215964	0.226909	0.259256
197	-1590.56	-1586.17	-4.38709	0.161465	0.234361	0.0309097	-1.82347	-1.45089	-3.47669	-1.52178	-1.52246	-1.35545	0.02453246	0.1437542	0.1021348	0.08060299	0.576461	0.0171698	0.406369	0.218323	0.218175	0.25783
198	-1590.14	-1585.88	-4.25142	0.16436	0.243668	0.0296412	-1.80569	-1.41195	-3.51859	-1.48469	-1.48677	-1.27626	0.01934635	0.1179284	0.1021348	0.08060299	0.58632	0.0167701	0.396909	0.226572	0.226103	0.27908
199	-1588.92	-1584.35	-4.57534	0.163896	0.240129	0.0233073	-1.80852	-1.42658	-3.75899	-1.45562	-1.47065	-1.32054	0.01785977	0.1932635	0.07334162	0.07248748	0.58632	0.0167701	0.396909	0.233255	0.229775	0.266992
200	-1589.16	-1584.93	-4.22915	0.163434	0.244433	0.0276085	-1.81135	-1.40881	-3.58963	-1.51381	-1.53494	-1.30881	0.01785977	0.1554242	0.07334162	0.07840404	0.179519	0.698955	0.121526	0.22007	0.215469	0.270141
201	-1587.86	-1583.87	-3.98832	0.165691	0.248268	0.0267406	-1.79763	-1.39324	-3.62157	-1.50068	-1.44729	-1.42152	0.01453752	0.1195602	0.07334162	0.07840404	0.179519	0.698955	0.121526	0.222979	0.235206	0.241348
202	-1586.67	-1582.65	-4.01547	0.160934	0.256397	0.0301875	-1.82676	-1.36103	-3.50033	-1.47183	-1.45197	-1.40131	0.02731781	0.1192863	0.07334162	0.05768662	0.179519	0.698955	0.121526	0.229504	0.234108	0.246273
203	-1589.03	-1585.62	-3.41071	0.157735	0.230239	0.0323827	-1.84684	-1.46864	-3.43013	-1.39347	-1.51573	-1.49885	0.01738845	0.1392843	0.05660187	0.04150256	0.179519	0.698955	0.121526	0.248213	0.219648	0.223387
204	-1589.44	-1586.26	-3.18113	0.136277	0.207262	0.0349987	-1.99306	-1.57377	-3.35245	-1.63919	-1.44603	-1.51028	0.01738845	0.1392843	0.05660187	0.03594573	0.283205	0.610626	0.106168	0.194138	0.235503	0.220848
205	-1586.22	-1583.47	-2.7478	0.129616	0.207262	0.0346279	-2.04318	-1.57377	-3.3631	-1.69136	-1.3888	-1.44794	0.01331275	0.06901451	0.07144302	0.03266471	0.283205	0.610626	0.106168	0.18427	0.249375	0.235054
206	-1587.59	-1584.81	-2.77848	0.121545	0.198328	0.0351703	-2.10747	-1.61783	-3.34755	-1.6954	-1.53572	-1.32866	0.01587628	0.06808424	0.06725674	0.03266471	0.283205	0.610626	0.106168	0.183525	0.2153	0.264831
207	-1587.3	-1584.36	-2.93274	0.12861	0.184829	0.0340588	-2.05097	-1.68832	-3.37967	-1.77317	-1.53572	-1.42348	0.02721594	0.04740553	0.07500878	0.03511579	0.286302	0.617303	0.0963953	0.169793	0.2153	0.240874
208	-1587.39	-1584.97	-2.41623	0.126978	0.144737	0.0346032	-2.06374	-1.93284	-3.36381	-1.81156	-1.3893	-1.42173	0.01349119	0.04740553	0.106106	0.01727921	0.0822366	0.177312	0.740451	0.163399	0.24925	0.241297
209	-1587.74	-1585.25	-2.49265	0.183608	0.136654	0.037357	-1.69495	-1.9903	-3.28723	-1.79662	-1.51299	-1.44339	0.01819158	0.05156134	0.106106	0.01727921	0.0822366	0.177312	0.740451	0.165859	0.22025	0.236125
210	-1585.75	-1582.8	-2.9512	0.183747	0.142099	0.0351788	-1.69419	-1.95123	-3.34731	-1.70644	-1.48112	-1.47274	0.01853569	0.06852499	0.1116893	0.0249246	0.0822366	0.177312	0.740451	0.181511	0.227382	0.229295
211	-1585.5	-1582.91	-2.58819	0.182977	0.145228	0.0354061	-1.6984	-1.92945	-3.34087	-1.70644	-1.45387	-1.46583	0.01366337	0.03952702	0.1089339	0.03084222	0.0822366	0.177312	0.740451	0.181511	0.233664	0.230886
212	-1587.9	-1585.39	-2.50625	0.171615	0.156495	0.0391386	-1.7625	-1.85473	-3.24065	-1.76542	-1.32641	-1.41662	0.01366337	0.03378693	0.1200939	0.03084222	0.143433	0.30926	0.547307	0.171115	0.265427	0.242534
