idnumber,source,fullname,genus,species,cultivarhybrid,csomenumber,lifehistoryclean,ploidy,selfincomp,ploidybyZF,namechangedfrom
3421,RZF,Nicotiana_obtusifolia,Nicotiana,obtusifolia,,24,P,2,SC,,
3422,EEG,Nicotiana_obtusifolia,Nicotiana,obtusifolia,,,,,,,
3423,EEG,Nicotiana_obtusifolia,Nicotiana,obtusifolia,,,,,,,
3424,EEG,Nicotiana_obtusifolia,Nicotiana,obtusifolia,,,,,,,
3425,EEG,Nicotiana_obtusifolia,Nicotiana,obtusifolia,,,,,,,
3426,EEG,Nicotiana_occidentalis,Nicotiana,occidentalis,,42,A,,SC,,
3427,EEG,Nicotiana_occidentalis,Nicotiana,occidentalis,,,,,,,
3428,RZF,Nicotiana_otophora,Nicotiana,otophora,,24,,2,SC,,
3429,RZF,Nicotiana_otophora,Nicotiana,otophora,,24,,2,SC,,
3430,RZF,Nicotiana_otophora,Nicotiana,otophora,,24,,2,SC,,
3431,RZF,Nicotiana_otophora,Nicotiana,otophora,,24,,2,SC,,
3432,RZF,Nicotiana_otophora,Nicotiana,otophora,,24,,2,SC,,
3433,RZF,Nicotiana_otophora,Nicotiana,otophora,,24,,2,SC,,
3434,RZF,Nicotiana_otophora,Nicotiana,otophora,,24,,2,SC,,
3435,RZF,Nicotiana_otophora,Nicotiana,otophora,,24,,2,SC,,
3436,RZF,Nicotiana_otophora,Nicotiana,otophora,,24,,2,SC,,
3437,RZF,Nicotiana_otophora,Nicotiana,otophora,,24,,2,SC,,
3438,EEG,Nicotiana_otophora,Nicotiana,otophora,,,,,,,
3439,EEG,Nicotiana_otophora,Nicotiana,otophora,,,,,,,
3440,EEG,Nicotiana_oulophylla,Nicotiana,oulophylla,,,A,,,,
3441,RZF,Nicotiana_paa,Nicotiana,paa,,24,A,2,,,
3442,RZF,Nicotiana_paa,Nicotiana,paa,,24,A,2,,,
3443,RZF,Nicotiana_paa,Nicotiana,paa,,24,A,2,,,
3444,RZF,Nicotiana_paa,Nicotiana,paa,,24,A,2,,,
3445,EEG,Nicotiana_paa,Nicotiana,paa,,,,,,,
3446,RZF,Nicotiana_palmeri,Nicotiana,palmeri,,24,A,2,,1,
3447,RZF,Nicotiana_palmeri,Nicotiana,palmeri,,24,A,2,,1,
3448,RZF,Nicotiana_palmeri,Nicotiana,palmeri,,24,A,2,,1,
3449,RZF,Nicotiana_palmeri,Nicotiana,palmeri,,24,A,2,,1,
3450,RZF,Nicotiana_palmeri,Nicotiana,palmeri,,24,A,2,,1,
3451,RZF,Nicotiana_palmeri,Nicotiana,palmeri,,24,A,2,,1,
3452,EEG,Nicotiana_palmeri,Nicotiana,palmeri,,,,,,,
3453,EEG,Nicotiana_pampasana,Nicotiana,pampasana,,24,,2,SI,1,
3454,EEG,Nicotiana_pampasana,Nicotiana,pampasana,,,,,,,
3455,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3456,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3457,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3458,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3459,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3460,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3461,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3462,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3463,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3464,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3465,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3466,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3467,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3468,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3469,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3470,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3471,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3472,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3473,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3474,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3475,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3476,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3477,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3478,RZF,Nicotiana_paniculata,Nicotiana,paniculata,,24,A,2,SC,,
3479,EEG,Nicotiana_paniculata,Nicotiana,paniculata,,,,,,,
3480,EEG,Nicotiana_paniculata,Nicotiana,paniculata,,,,,,,
3481,EEG,Nicotiana_paniculata,Nicotiana,paniculata,,,,,,,
3482,EEG,Nicotiana_paniculata,Nicotiana,paniculata,,,,,,,
3483,EEG,Nicotiana_paniculata,Nicotiana,paniculata,,,,,,,
3484,RZF,Nicotiana_pauciflora,Nicotiana,pauciflora,,24,A,2,,,
3485,RZF,Nicotiana_pauciflora,Nicotiana,pauciflora,,24,A,2,,,
3486,RZF,Nicotiana_pauciflora,Nicotiana,pauciflora,,24,A,2,,,
3487,RZF,Nicotiana_pauciflora,Nicotiana,pauciflora,,24,A,2,,,
3488,RZF,Nicotiana_pauciflora,Nicotiana,pauciflora,,24,A,2,,,
3489,RZF,Nicotiana_pauciflora,Nicotiana,pauciflora,,24,A,2,,,
3490,RZF,Nicotiana_pauciflora,Nicotiana,pauciflora,,24,A,2,,,
3491,EEG,Nicotiana_pauciflora,Nicotiana,pauciflora,,,,,,,
3492,RZF,Nicotiana_petiolaris,Nicotiana,petiolaris,,48,A,4,SI,1,
3493,RZF,Nicotiana_petunioides,Nicotiana,petunioides,,24,A,2,SI,,
3494,RZF,Nicotiana_petunioides,Nicotiana,petunioides,,24,A,2,SI,,
3495,RZF,Nicotiana_petunioides,Nicotiana,petunioides,,24,A,2,SI,,
3496,RZF,Nicotiana_petunioides,Nicotiana,petunioides,,24,A,2,SI,,
3497,RZF,Nicotiana_petunioides,Nicotiana,petunioides,,24,A,2,SI,,
3498,RZF,Nicotiana_petunioides,Nicotiana,petunioides,,24,A,2,SI,,
3499,RZF,Nicotiana_petunioides,Nicotiana,petunioides,,24,A,2,SI,,
3500,RZF,Nicotiana_petunioides,Nicotiana,petunioides,,24,A,2,SI,,
3501,EEG,Nicotiana_petunioides,Nicotiana,petunioides,,,,,,,
3502,EEG,Nicotiana_petunioides,Nicotiana,petunioides,,,,,,,
3503,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3504,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,24,A,2,SI,,
3505,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,24,A,2,SI,,
3506,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3507,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3508,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3509,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3510,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3511,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3512,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3513,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3514,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3515,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3516,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3517,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3518,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,,A,2,SI,,
3519,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,,,,,,
3520,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3521,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3522,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3523,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3524,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,24,A,2,SI,,
3525,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,24,A,2,SI,,
3526,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,24,A,2,SI,,
3527,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,46,A,4,SI,,
3528,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,,,,,,
3529,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,42,A,4,SI,,
3530,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,48,A,4,SI,,
3531,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,84,A,8,SI,,
3532,RZF,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,20,A,2,SI,,
3533,EEG,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,,,,,,
3534,EEG,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,,,,,,
3535,EEG,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,,,,,,
3536,EEG,Nicotiana_plumbaginifolia,Nicotiana,plumbaginifolia,,,,,,,
3537,RZF,Nicotiana_quadrivalvis,Nicotiana,quadrivalvis,,48,A,4,SC,,
3538,RZF,Nicotiana_quadrivalvis,Nicotiana,quadrivalvis,,48,A,4,SC,,
3539,RZF,Nicotiana_quadrivalvis,Nicotiana,quadrivalvis,,48,A,4,SC,,
3540,RZF,Nicotiana_quadrivalvis,Nicotiana,quadrivalvis,,48,A,4,SC,,
3541,RZF,Nicotiana_quadrivalvis,Nicotiana,quadrivalvis,,48,A,4,SC,,
3542,RZF,Nicotiana_quadrivalvis,Nicotiana,quadrivalvis,,48,A,4,SC,,
3543,EEG,Nicotiana_quadrivalvis,Nicotiana,quadrivalvis,,,,,,,
3544,EEG,Nicotiana_quadrivalvis,Nicotiana,quadrivalvis,,,,,,,
3545,EEG,Nicotiana_quadrivalvis,Nicotiana,quadrivalvis,,,,,,,
3546,EEG,Nicotiana_raimondii,Nicotiana,raimondii,,24,,2,,,
3547,EEG,Nicotiana_raimondii,Nicotiana,raimondii,,,,,,,
3548,EEG,Nicotiana_rastroensis,Nicotiana,rastroensis,,18,,2,SI,,
3549,RZF,Nicotiana_repanda,Nicotiana,repanda,,48,A,4,SC,1,
3550,RZF,Nicotiana_repanda,Nicotiana,repanda,,48,A,4,SC,1,
3551,RZF,Nicotiana_repanda,Nicotiana,repanda,,48,A,4,SC,1,
3552,RZF,Nicotiana_repanda,Nicotiana,repanda,,48,A,4,SC,1,
3553,RZF,Nicotiana_repanda,Nicotiana,repanda,,48,A,4,SC,1,
3554,RZF,Nicotiana_repanda,Nicotiana,repanda,,48,A,4,SC,1,
3555,RZF,Nicotiana_repanda,Nicotiana,repanda,,48,A,4,SC,1,
3556,RZF,Nicotiana_repanda,Nicotiana,repanda,,48,A,4,SC,1,
3557,RZF,Nicotiana_repanda,Nicotiana,repanda,,48,A,4,SC,1,
3558,EEG,Nicotiana_repanda,Nicotiana,repanda,,,,,,,
3559,EEG,Nicotiana_repanda,Nicotiana,repanda,,,,,,,
3560,EEG,Nicotiana_repanda,Nicotiana,repanda,,,,,,,
3561,RZF,Nicotiana_rosulata,Nicotiana,rosulata,,40,A,4,SC,,
3562,RZF,Nicotiana_rosulata,Nicotiana,rosulata,,40,A,4,SC,,
3563,EEG,Nicotiana_rosulata,Nicotiana,rosulata,,,,,,,
3564,EEG,Nicotiana_rosulata,Nicotiana,rosulata,,40,A,4,SC,,
3565,EEG,Nicotiana_rosulata,Nicotiana,rosulata,,,,,,,
3566,EEG,Nicotiana_rotundifolia,Nicotiana,rotundifolia,,,,,SC,,
3567,EEG,Nicotiana_rotundifolia,Nicotiana,rotundifolia,,,,,SC,,
3568,EEG,Nicotiana_rotundifolia,Nicotiana,rotundifolia,,,,,SC,,
3569,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3570,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3571,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3572,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3573,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3574,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3575,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3576,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3577,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3578,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3579,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3580,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3581,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3582,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
3583,RZF,Nicotiana_rustica,Nicotiana,rustica,,48,A,4,SC,,
