idnumber,source,fullname,genus,species,cultivarhybrid,csomenumber,lifehistoryclean,ploidy,selfincomp,ploidybyZF,namechangedfrom
4726,RZF,Physochlaina_praealta,Physochlaina,praealta,,42,P,6,SC,,
4727,RZF,Physochlaina_praealta,Physochlaina,praealta,,42,P,6,SC,,
4728,RZF,Physochlaina_praealta,Physochlaina,praealta,,82,P,12,SC,,
4729,EEG,Physochlaina_praealta,Physochlaina,praealta,,,,,,,
4730,EEG,Physochlaina_praealta,Physochlaina,praealta,,,,,,,
4731,EEG,Physochlaina_praealta,Physochlaina,praealta,,,,,,,
4732,RZF,Planchonia_valida,Planchonia,valida,,26,P,,,,
4733,RZF,Planchonia_valida,Planchonia,valida,,26,P,,,,
4734,RZF,Planchonia_valida,Planchonia,valida,,26,P,,,,
4735,RZF,Planchonia_valida,Planchonia,valida,,26,P,,,,
4736,RZF,Planchonia_valida,Planchonia,valida,,26,P,,,,
4737,EEG,Protoschwenckia_mandonii,Protoschwenckia,mandonii,,,P,,,,
4738,RZF,Przewalskia_tangutica,Przewalskia,tangutica,,44,P,4,SC,,
4739,RZF,Przewalskia_tangutica,Przewalskia,tangutica,,44,P,4,SC,,
4740,RZF,Przewalskia_tangutica,Przewalskia,tangutica,,44,P,4,SC,,
4741,EEG,Przewalskia_tangutica,Przewalskia,tangutica,,,,,,,
4742,EEG,Przewalskia_tangutica,Przewalskia,tangutica,,,,,,,
4743,EEG,Przewalskia_tangutica,Przewalskia,tangutica,,,,,,,
4744,RZF,Quincula_lobata,Quincula,lobata,,22,P,2,,,
4745,RZF,Quincula_lobata,Quincula,lobata,,22,P,2,,,
4746,RZF,Quincula_lobata,Quincula,lobata,,20,P,2,,,
4747,RZF,Quincula_lobata,Quincula,lobata,,22,P,2,,,
4748,RZF,Quincula_lobata,Quincula,lobata,,24,P,2,,,
4749,RZF,Quincula_lobata,Quincula,lobata,,44,P,4,,,
4750,RZF,Quincula_lobata,Quincula,lobata,,20,P,2,,,
4751,RZF,Quincula_lobata,Quincula,lobata,,22,P,2,,,
4752,RZF,Quincula_lobata,Quincula,lobata,,24,P,2,,,
4753,RZF,Quincula_lobata,Quincula,lobata,,44,P,4,,,
4754,RZF,Quincula_lobata,Quincula,lobata,,20,P,2,,,
4755,RZF,Quincula_lobata,Quincula,lobata,,22,P,2,,,
4756,RZF,Quincula_lobata,Quincula,lobata,,24,P,2,,,
4757,RZF,Quincula_lobata,Quincula,lobata,,44,P,4,,,
4758,RZF,Quincula_lobata,Quincula,lobata,,20,P,2,,,
4759,RZF,Quincula_lobata,Quincula,lobata,,22,P,2,,,
4760,RZF,Quincula_lobata,Quincula,lobata,,24,P,2,,,
4761,EEG,Quincula_lobata,Quincula,lobata,,,,,,,
4762,EEG,Quincula_lobata,Quincula,lobata,,,,,,,
4763,EEG,Reyesia_parviflora,Reyesia,parviflora,,,A,,,,
4764,RZF,Salpichroa_hirsuta,Salpichroa,hirsuta,,24,,2,,1,
4765,EEG,Salpichroa_microloba,Salpichroa,microloba,,,,,,,
4766,RZF,Salpichroa_origanifolia,Salpichroa,origanifolia,,24,P,2,SI,,
4767,RZF,Salpichroa_origanifolia,Salpichroa,origanifolia,,24,P,2,SI,,
4768,RZF,Salpichroa_origanifolia,Salpichroa,origanifolia,,24,P,2,SI,,
4769,RZF,Salpichroa_origanifolia,Salpichroa,origanifolia,,24,P,2,SI,,
4770,RZF,Salpichroa_origanifolia,Salpichroa,origanifolia,,24,P,2,SI,,
4771,RZF,Salpichroa_origanifolia,Salpichroa,origanifolia,,24,P,2,SI,,
4772,RZF,Salpichroa_origanifolia,Salpichroa,origanifolia,,24,P,2,SI,,
4773,EEG,Salpichroa_origanifolia,Salpichroa,origanifolia,,,,,,,
4774,EEG,Salpichroa_origanifolia,Salpichroa,origanifolia,,,,,,,
4775,EEG,Salpichroa_origanifolia,Salpichroa,origanifolia,,,,,,,
4776,EEG,Salpiglossis_chilensis,Salpiglossis,chilensis,,,P,,,,
4777,EEG,Salpiglossis_parviflora,Salpiglossis,parviflora,,,A,,,,
4778,RZF,Salpiglossis_sinuata,Salpiglossis,sinuata,,44,A,4,SC,1,
4779,RZF,Salpiglossis_sinuata,Salpiglossis,sinuata,,44,A,4,SC,1,
4780,RZF,Salpiglossis_sinuata,Salpiglossis,sinuata,,44,A,4,SC,1,
4781,EEG,Salpiglossis_sinuata,Salpiglossis,sinuata,,,,,,,
4782,EEG,Salpiglossis_sinuata,Salpiglossis,sinuata,,,,,,,
4783,EEG,Salpiglossis_spinescens,Salpiglossis,spinescens,,,P,,,,
4784,EEG,Saracha_conspersa,Saracha,conspersa,,,P,,SC,,
4785,RZF,Saracha_contorta,Saracha,contorta,,48,,4,,1,
4786,RZF,Saracha_contorta,Saracha,contorta,,48,,4,,1,
4787,RZF,Saracha_sellowiana,Saracha,sellowiana,,24,,2,,1,
4788,EEG,Saracha_viscosa,Saracha,viscosa,,24,,2,,1,
4789,EEG,Schizanthus_alpestris,Schizanthus,alpestris,,,,,,,
4790,EEG,Schizanthus_alpestris,Schizanthus,alpestris,,,A,,SC,,
4791,EEG,Schizanthus_alpestris,Schizanthus,alpestris,,,,,,,
4792,EEG,Schizanthus_candidus,Schizanthus,candidus,,,,,,,
4793,EEG,Schizanthus_candidus,Schizanthus,candidus,,,,,,,
4794,EEG,Schizanthus_candidus,Schizanthus,candidus,,,A,,SC,,
4795,EEG,Schizanthus_fallax,Schizanthus,fallax,,,A,,,,
4796,EEG,Schizanthus_floribundus,Schizanthus,floribundus,,,A,,,,
4797,EEG,Schizanthus_gayanus,Schizanthus,gayanus,,,A,,,,
4798,EEG,Schizanthus_gracilis,Schizanthus,gracilis,,,A,,,,
4799,RZF,Schizanthus_grahamii,Schizanthus,grahamii,,20,A,2,SC,,
4800,RZF,Schizanthus_grahamii,Schizanthus,grahamii,,20,A,2,SC,,
4801,RZF,Schizanthus_grahamii,Schizanthus,grahamii,,20,A,2,SC,,
4802,RZF,Schizanthus_grahamii,Schizanthus,grahamii,,20,A,2,SC,,
4803,RZF,Schizanthus_grahamii,Schizanthus,grahamii,,20,A,2,SC,,
4804,RZF,Schizanthus_grahamii,Schizanthus,grahamii,,22,A,2,SC,,
4805,RZF,Schizanthus_grahamii,Schizanthus,grahamii,,20,A,2,SC,,
4806,EEG,Schizanthus_grahamii,Schizanthus,grahamii,,,,,,,
4807,EEG,Schizanthus_grahamii,Schizanthus,grahamii,,,,,,,
4808,EEG,Schizanthus_grahamii,Schizanthus,grahamii,,,,,,,
4809,EEG,Schizanthus_grahamii,Schizanthus,grahamii,,,,,,,
4810,RZF,Schizanthus_hookeri,Schizanthus,hookeri,,20,A,2,SC,1,
4811,RZF,Schizanthus_hookeri,Schizanthus,hookeri,,20,A,2,SC,1,
4812,RZF,Schizanthus_hookeri,Schizanthus,hookeri,,20,A,2,SC,1,
4813,EEG,Schizanthus_hookeri,Schizanthus,hookeri,,,,,,,
4814,EEG,Schizanthus_hookeri,Schizanthus,hookeri,,,,,,,
4815,EEG,Schizanthus_hookeri,Schizanthus,hookeri,,,,,,,
4816,EEG,Schizanthus_hookeri,Schizanthus,hookeri,,,,,,,
4817,EEG,Schizanthus_humilis,Schizanthus,humilis,,,A,,,,
4818,EEG,Schizanthus_integrifolius,Schizanthus,integrifolius,,,,,,,
4819,EEG,Schizanthus_integrifolius,Schizanthus,integrifolius,,,,,,,
4820,EEG,Schizanthus_integrifolius,Schizanthus,integrifolius,,,A,,SC,,
4821,EEG,Schizanthus_laciniosus,Schizanthus,laciniosus,,,A,,,,
4822,EEG,Schizanthus_lacteus,Schizanthus,lacteus,,,,,SC,,
4823,EEG,Schizanthus_lacteus,Schizanthus,lacteus,,,,,SC,,
4824,EEG,Schizanthus_laetus,Schizanthus,laetus,,,,,,,
4825,EEG,Schizanthus_laetus,Schizanthus,laetus,,,,,,,
4826,EEG,Schizanthus_laetus,Schizanthus,laetus,,,A,,SC,,
4827,EEG,Schizanthus_latifolius,Schizanthus,latifolius,,,A,,,,
4828,EEG,Schizanthus_lilacinus,Schizanthus,lilacinus,,,A,,,,
4829,EEG,Schizanthus_litoralis,Schizanthus,litoralis,,,,,,,
4830,EEG,Schizanthus_litoralis,Schizanthus,litoralis,,,,,,,
4831,EEG,Schizanthus_litoralis,Schizanthus,litoralis,,,A,,SC,,
4832,EEG,Schizanthus_parvulus,Schizanthus,parvulus,,,,,,,
4833,EEG,Schizanthus_parvulus,Schizanthus,parvulus,,,,,SC,,
4834,RZF,Schizanthus_pinnatus,Schizanthus,pinnatus,,20,A,2,SC,,
4835,RZF,Schizanthus_pinnatus,Schizanthus,pinnatus,,20,A,2,SC,,
4836,RZF,Schizanthus_pinnatus,Schizanthus,pinnatus,,20,A,2,SC,,
4837,RZF,Schizanthus_pinnatus,Schizanthus,pinnatus,,20,A,2,SC,,
4838,RZF,Schizanthus_pinnatus,Schizanthus,pinnatus,,20,A,2,SC,,
4839,RZF,Schizanthus_pinnatus,Schizanthus,pinnatus,,20,A,2,SC,,
4840,EEG,Schizanthus_pinnatus,Schizanthus,pinnatus,,,,,,,
4841,EEG,Schizanthus_pinnatus,Schizanthus,pinnatus,,,,,,,
4842,EEG,Schizanthus_pinnatus,Schizanthus,pinnatus,,,,,,,
4843,EEG,Schizanthus_pinnatus,Schizanthus,pinnatus,,,,,,,
4844,EEG,Schizanthus_porrigens,Schizanthus,porrigens,,,,,SC,,
4845,EEG,Schizanthus_porrigens,Schizanthus,porrigens,,,,,,,
4846,EEG,Schizanthus_sanromani,Schizanthus,sanromani,,,,,,,
4847,EEG,Schizanthus_tricolor,Schizanthus,tricolor,,,,,SC,,
4848,EEG,Schizanthus_tricolor,Schizanthus,tricolor,,,,,,,
4849,RZF,Schizanthus_wisetonensis,Schizanthus,wisetonensis,,20,,2,,1,
4850,RZF,Schizanthus_wisetonensis,Schizanthus,wisetonensis,,20,,2,,1,
4851,RZF,Schizanthus_wisetonensis,Schizanthus,wisetonensis,,20,,2,,1,
4852,EEG,Schultesianthus_coriaceus,Schultesianthus,coriaceus,,,,,,,
4853,EEG,Schultesianthus_dudleyi,Schultesianthus,dudleyi,,,,,,,
4854,EEG,Schultesianthus_leucanthus,Schultesianthus,leucanthus,,,,,,,
4855,EEG,Schultesianthus_megalandrus,Schultesianthus,megalandrus,,,,,,,
4856,EEG,Schultesianthus_odoriferus,Schultesianthus,odoriferus,,,,,,,
4857,EEG,Schwenckia_alvaroana,Schwenckia,alvaroana,,,,,,,
4858,RZF,Schwenckia_americana,Schwenckia,americana,,20,P,2,SC,1,
4859,EEG,Schwenckia_americana,Schwenckia,americana,,,,,,,
4860,EEG,Schwenckia_browallioides,Schwenckia,browallioides,,24,P,2,,,
4861,EEG,Schwenckia_browallioides,Schwenckia,browallioides,,,,,,,
4862,RZF,Schwenckia_lateriflora,Schwenckia,lateriflora,,24,P,4,,,
4863,RZF,Schwenckia_lateriflora,Schwenckia,lateriflora,,24,P,4,,,
4864,RZF,Sclerophylax_arnottii,Sclerophylax,arnottii,,24,P,4,,,
4865,RZF,Scopolia_carniolica,Scopolia,carniolica,,48,P,8,SC,,
4866,RZF,Scopolia_carniolica,Scopolia,carniolica,,48,P,8,SC,,
4867,RZF,Scopolia_carniolica,Scopolia,carniolica,,46,P,8,SC,,
4868,RZF,Scopolia_carniolica,Scopolia,carniolica,,48,P,8,SC,,
4869,RZF,Scopolia_carniolica,Scopolia,carniolica,,46,P,8,SC,,
4870,RZF,Scopolia_carniolica,Scopolia,carniolica,,48,P,8,SC,,
4871,RZF,Scopolia_carniolica,Scopolia,carniolica,,48,P,8,SC,,
4872,RZF,Scopolia_carniolica,Scopolia,carniolica,,46,P,8,SC,,
4873,RZF,Scopolia_carniolica,Scopolia,carniolica,,48,P,8,SC,,
4874,RZF,Scopolia_carniolica,Scopolia,carniolica,,48,P,8,SC,,
4875,EEG,Scopolia_carniolica,Scopolia,carniolica,,,,,,,
4876,EEG,Scopolia_carniolica,Scopolia,carniolica,,,,,,,
4877,RZF,Scopolia_japonica,Scopolia,japonica,,44,,8,SC,1,
4878,RZF,Scopolia_japonica,Scopolia,japonica,,46,,8,SC,1,
4879,RZF,Scopolia_japonica,Scopolia,japonica,,48,,8,SC,1,
4880,RZF,Scopolia_japonica,Scopolia,japonica,,84,,10,SC,1,
4881,RZF,Scopolia_japonica,Scopolia,japonica,,88,,11,SC,1,
4882,RZF,Scopolia_japonica,Scopolia,japonica,,84,,10,SC,1,
4883,RZF,Scopolia_japonica,Scopolia,japonica,,168,,21,SC,1,
4884,EEG,Scopolia_japonica,Scopolia,japonica,,,,,,,
4885,EEG,Scopolia_japonica,Scopolia,japonica,,,,,,,
4886,EEG,Scopolia_japonica,Scopolia,japonica,,,,,,,
4887,EEG,Scopolia_japonica,Scopolia,japonica,,,,,,,
4888,RZF,Scopolia_parviflora,Scopolia,parviflora,,48,,8,,,
4889,RZF,Sessea_corymbiflora,Sessea,corymbiflora,,16,,2,,,
4890,EEG,Sessea_corymbiflora,Sessea,corymbiflora,,,,,,,
4891,EEG,Sessea_corymbiflora,Sessea,corymbiflora,,,,,,,
4892,EEG,Solandra_boliviana,Solandra,boliviana,,,,,,,
4893,EEG,Solandra_brachycalyx,Solandra,brachycalyx,,,,,,,
4894,EEG,Solandra_brevicalyx,Solandra,brevicalyx,,,,,,,
4895,RZF,Solandra_grandiflora,Solandra,grandiflora,,24,P,2,SI,,
4896,RZF,Solandra_grandiflora,Solandra,grandiflora,,24,P,2,SI,,
4897,RZF,Solandra_grandiflora,Solandra,grandiflora,,22,P,2,SI,,
4898,RZF,Solandra_grandiflora,Solandra,grandiflora,,24,P,2,SI,,
4899,RZF,Solandra_grandiflora,Solandra,grandiflora,,24,P,2,SI,,
4900,RZF,Solandra_grandiflora,Solandra,grandiflora,,22,P,2,SI,,
4901,RZF,Solandra_grandiflora,Solandra,grandiflora,,24,P,2,SI,,
4902,RZF,Solandra_grandiflora,Solandra,grandiflora,,24,P,2,SI,,
4903,RZF,Solandra_grandiflora,Solandra,grandiflora,,24,P,2,SI,,
4904,RZF,Solandra_grandiflora,Solandra,grandiflora,,22,P,2,SI,,
4905,RZF,Solandra_grandiflora,Solandra,grandiflora,,24,P,2,SI,,
4906,RZF,Solandra_grandiflora,Solandra,grandiflora,,24,P,2,SI,,
4907,EEG,Solandra_grandiflora,Solandra,grandiflora,,,,,,,
4908,EEG,Solandra_grandiflora,Solandra,grandiflora,,,,,,,
4909,EEG,Solandra_grandiflora,Solandra,grandiflora,,,,,,,
4910,EEG,Solandra_guerrerensis,Solandra,guerrerensis,,,,,,,
4911,EEG,Solandra_guttata,Solandra,guttata,,,,,,,
4912,RZF,Solandra_longiflora,Solandra,longiflora,,24,P,2,,,
4913,RZF,Solandra_longiflora,Solandra,longiflora,,24,P,2,,,
4914,EEG,Solandra_longiflora,Solandra,longiflora,,,,,,,
4915,EEG,Solandra_longiflora,Solandra,longiflora,,,,,,,
4916,EEG,Solandra_maxima,Solandra,maxima,,,,,,,
4917,EEG,Solandra_nizandensis,Solandra,nizandensis,,,,,,,
4918,EEG,Solandra_paraensis,Solandra,paraensis,,,,,,,
4919,EEG,Solanum_abancayense,Solanum,abancayense,,24,,,,,
4920,EEG,Solanum_abbottianum,Solanum,abbottianum,,24,,,,,
4921,RZF,Solanum_abitaguense,Solanum,abitaguense,,24,P,2,,,
4922,RZF,Solanum_abitaguense,Solanum,abitaguense,,24,P,2,,,
4923,RZF,Solanum_abitaguense,Solanum,abitaguense,,24,P,2,,,
4924,EEG,Solanum_abitaguense,Solanum,abitaguense,,,,,,,
4925,EEG,Solanum_abitaguense,Solanum,abitaguense,,,,,,,
4926,RZF,Solanum_abutiloides,Solanum,abutiloides,,24,P,2,SC,1,
4927,RZF,Solanum_abutiloides,Solanum,abutiloides,,24,P,2,SC,1,
4928,RZF,Solanum_abutiloides,Solanum,abutiloides,,24,P,2,SC,1,
4929,RZF,Solanum_abutiloides,Solanum,abutiloides,,24,P,2,SC,1,
4930,RZF,Solanum_abutiloides,Solanum,abutiloides,,24,P,2,SC,1,
4931,RZF,Solanum_abutiloides,Solanum,abutiloides,,24,P,2,SC,1,
4932,RZF,Solanum_abutiloides,Solanum,abutiloides,,24,P,2,SC,1,
4933,RZF,Solanum_abutiloides,Solanum,abutiloides,,24,P,2,SC,1,
4934,RZF,Solanum_abutiloides,Solanum,abutiloides,,24,P,2,SC,1,
4935,RZF,Solanum_abutiloides,Solanum,abutiloides,,24,P,2,SC,1,
4936,RZF,Solanum_abutiloides,Solanum,abutiloides,,24,P,2,SC,1,
4937,EEG,Solanum_abutiloides,Solanum,abutiloides,,,,,,,
4938,EEG,Solanum_abutiloides,Solanum,abutiloides,,,,,,,
4939,EEG,Solanum_abutiloides,Solanum,abutiloides,,,,,,,
4940,EEG,Solanum_acanthodapis,Solanum,acanthodapis,,,P,,,,
4941,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4942,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4943,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4944,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4945,RZF,Solanum_acaule,Solanum,acaule,1,72,P,6,SC,,
4946,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4947,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4948,RZF,Solanum_acaule,Solanum,acaule,1,36,P,3,SC,,
4949,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4950,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4951,RZF,Solanum_acaule,Solanum,acaule,1,36,P,3,SC,,
4952,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4953,RZF,Solanum_acaule,Solanum,acaule,1,72,P,6,SC,,
4954,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4955,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4956,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4957,RZF,Solanum_acaule,Solanum,acaule,1,36,P,3,SC,,
4958,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4959,RZF,Solanum_acaule,Solanum,acaule,1,36,P,3,SC,,
4960,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4961,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4962,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4963,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4964,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4965,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4966,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4967,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4968,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4969,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4970,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4971,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4972,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4973,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4974,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4975,RZF,Solanum_acaule,Solanum,acaule,1,96,P,8,SC,,
4976,RZF,Solanum_acaule,Solanum,acaule,1,36,P,3,SC,,
4977,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4978,RZF,Solanum_acaule,Solanum,acaule,1,48,P,4,SC,,
4979,EEG,Solanum_acaule,Solanum,acaule,,,,,,,
4980,EEG,Solanum_acaule,Solanum,acaule,,,,,,,
4981,EEG,Solanum_acaule,Solanum,acaule,,,,,,,
4982,EEG,Solanum_acaule,Solanum,acaule,,,,,,,
4983,EEG,Solanum_acaule,Solanum,acaule,,,,,,,
4984,EEG,Solanum_acaule,Solanum,acaule,,,,,,,
4985,EEG,Solanum_acaule,Solanum,acaule,,,,,,,
4986,EEG,Solanum_acaule,Solanum,acaule,,,,,,,
4987,EEG,Solanum_acaule,Solanum,acaule,,,,,,,
4988,EEG,Solanum_acaule,Solanum,acaule,,,,,,,
4989,EEG,Solanum_acaule,Solanum,acaule,,,,,,,
4990,EEG,Solanum_acaule,Solanum,acaule,,,,,,,
4991,RZF,Solanum_acerifolium,Solanum,acerifolium,,24,P,2,,,
4992,EEG,Solanum_acerifolium,Solanum,acerifolium,,,,,,,
4993,EEG,Solanum_acerifolium,Solanum,acerifolium,,,,,,,
4994,EEG,Solanum_acerifolium,Solanum,acerifolium,,,,,,,
4995,EEG,Solanum_achacachense,Solanum,achacachense,,24,P,2,,,
4996,EEG,Solanum_achacachense,Solanum,achacachense,,,,,,,
4997,EEG,Solanum_achacachense,Solanum,achacachense,,,,,,,
4998,RZF,Solanum_acroglossum,Solanum,acroglossum,,24,P,2,,,
4999,RZF,Solanum_acroglossum,Solanum,acroglossum,,24,P,2,,,
5000,RZF,Solanum_acroglossum,Solanum,acroglossum,,24,P,2,,,
5001,RZF,Solanum_acroglossum,Solanum,acroglossum,,24,P,2,,,
5002,RZF,Solanum_acroglossum,Solanum,acroglossum,,24,P,2,,,
5003,RZF,Solanum_acroglossum,Solanum,acroglossum,,24,P,2,,,
5004,EEG,Solanum_acroglossum,Solanum,acroglossum,,,,,,,
5005,EEG,Solanum_acroglossum,Solanum,acroglossum,,,,,,,
5006,EEG,Solanum_acroglossum,Solanum,acroglossum,,,,,,,
5007,EEG,Solanum_acroglossum,Solanum,acroglossum,,,,,,,
5008,EEG,Solanum_acroglossum,Solanum,acroglossum,,,,,,,
5009,EEG,Solanum_acroglossum,Solanum,acroglossum,,,,,,,
5010,EEG,Solanum_acroglossum,Solanum,acroglossum,,,,,,,
5011,EEG,Solanum_acroglossum,Solanum,acroglossum,,,,,,,
5012,EEG,Solanum_acropterum,Solanum,acropterum,,,,,,,
5013,RZF,Solanum_acroscopicum,Solanum,acroscopicum,,24,P,2,,,
5014,RZF,Solanum_acroscopicum,Solanum,acroscopicum,,24,P,2,,,
5015,RZF,Solanum_acroscopicum,Solanum,acroscopicum,,24,P,2,,,
5016,RZF,Solanum_acroscopicum,Solanum,acroscopicum,,48,P,4,,,
5017,RZF,Solanum_acroscopicum,Solanum,acroscopicum,,24,P,2,,,
5018,RZF,Solanum_acroscopicum,Solanum,acroscopicum,,24,P,2,,,
5019,RZF,Solanum_acroscopicum,Solanum,acroscopicum,,24,P,2,,,
5020,EEG,Solanum_acroscopicum,Solanum,acroscopicum,,,,,,,
5021,EEG,Solanum_acroscopicum,Solanum,acroscopicum,,,,,,,
5022,EEG,Solanum_acroscopicum,Solanum,acroscopicum,,,,,,,
5023,EEG,Solanum_acroscopicum,Solanum,acroscopicum,,,,,,,
5024,EEG,Solanum_acroscopicum,Solanum,acroscopicum,,,,,,,
5025,RZF,Solanum_aculeastrum,Solanum,aculeastrum,,24,P,2,SC,,
5026,RZF,Solanum_aculeastrum,Solanum,aculeastrum,,24,P,2,SC,,
5027,RZF,Solanum_aculeastrum,Solanum,aculeastrum,,24,P,2,SC,,
5028,RZF,Solanum_aculeastrum,Solanum,aculeastrum,,24,P,2,SC,,
5029,EEG,Solanum_aculeastrum,Solanum,aculeastrum,,,,,,,
5030,EEG,Solanum_aculeastrum,Solanum,aculeastrum,,,,,,,
5031,EEG,Solanum_aculeastrum,Solanum,aculeastrum,,,,,,,
5032,EEG,Solanum_aculeastrum,Solanum,aculeastrum,,,,,,,
5033,EEG,Solanum_aculeastrum,Solanum,aculeastrum,,,,,,,
5034,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5035,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5036,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5037,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5038,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5039,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5040,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5041,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5042,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5043,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5044,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5045,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5046,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5047,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5048,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5049,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5050,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,22,P,2,SC,1,
5051,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5052,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5053,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,48,P,4,SC,1,
5054,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,28,P,2,SC,1,
5055,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,38,P,,SC,,
5056,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,48,P,4,SC,1,
5057,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5058,RZF,Solanum_aculeatissimum,Solanum,aculeatissimum,,24,P,2,SC,1,
5059,EEG,Solanum_aculeatissimum,Solanum,aculeatissimum,,,,,,,
5060,EEG,Solanum_aculeatissimum,Solanum,aculeatissimum,,,,,,,
5061,EEG,Solanum_aculeatissimum,Solanum,aculeatissimum,,,,,,,
5062,EEG,Solanum_aculeatissimum,Solanum,aculeatissimum,,,,,,,
5063,RZF,Solanum_acuminatum,Solanum,acuminatum,,24,,2,,1,
5064,EEG,Solanum_acuminatum,Solanum,acuminatum,,,,,,,
5065,RZF,Solanum_acutifolium,Solanum,acutifolium,,24,,2,,,
5066,RZF,Solanum_acutifolium,Solanum,acutifolium,,24,,2,,,
5067,RZF,Solanum_acutifolium,Solanum,acutifolium,,24,,2,,,
5068,RZF,Solanum_acutifolium,Solanum,acutifolium,,24,,2,,,
5069,EEG,Solanum_adelphum,Solanum,adelphum,,,,,,,
5070,EEG,Solanum_adenophorum,Solanum,adenophorum,,,P,,,,
5071,EEG,Solanum_adenophorum,Solanum,adenophorum,,,,,,,
5072,EEG,Solanum_volubile,Solanum,adhaerens,,,,,,,Solanum_adhaerens
5073,EEG,Solanum_adoense,Solanum,adoense,,,,,,,
5074,EEG,Solanum_adscendens,Solanum,adscendens,,,,,,,
5075,EEG,Solanum_adscendens,Solanum,adscendens,,,A,,SC,,
5076,EEG,Solanum_adscendens,Solanum,adscendens,,,,,,,
5077,EEG,Solanum_adscendens,Solanum,adscendens,,,,,,,
5078,EEG,Solanum_aenictum,Solanum,aenictum,,24,P,2,,,
5079,RZF,Solanum_aethiopicum,Solanum,aethiopicum,1,24,A,2,SC,,
5080,RZF,Solanum_aethiopicum,Solanum,aethiopicum,1,24,A,2,SC,,
